Time,Close,Renko_Value,Blue,Red,Yellow,Blue_Yellow,Red_Yellow,Flag,Open,High,Low,volume,SMA_S,SMA_C,SMA_L,up_sma1,up_sma2,down_sma1,down_sma2,flat_sma1,flat_sma2,Ren_Value,Increase,Blue/Yellow,Red/Yellow,Frac_Value,EndTime_fr,HI_Value,BearWarning,BullWarning,OBV,VWAP,peak,crust,atr,buy_Frac,sell_Frac,neg_buy_Frac,neg_sell_Frac,hi_up,hi_down,returns,t_dir,volatility_h1,pnn_0,pnn_1,pnn_2,pnn_3,pnn_4,pnn_5,pnn_6,pnn_7,pnn_8,pnn_9,pnn_10,pnn_11,pnn_12,pnn_13,pnn_14,pnn_15,pnn_16,pnn_17,pnn_18,pnn_19,pnn_20,pnn_21,pnn_22,pnn_23,pnn_24,pnn_25,pnn_26,pnn_27,pnn_28,pnn_29,pnn_30,pnn_31,pnn_32,pnn_33,pnn_34,pnn_35,pnn_36,pnn_37,pnn_38,pnn_39,pnn_40,pnn_41,pnn_42,pnn_43,pnn_44,pnn_45,pnn_46,pnn_47,pnn_48,pnn_49,pnn_50,pnn_51,pnn_52,pnn_53,pnn_54,pnn_55,pnn_56,pnn_57,pnn_58,pnn_59,pnn_60,pnn_61,pnn_62,pnn_63,pnn_64,pnn_65,pnn_66,pnn_67,pnn_68,pnn_69,pnn_70,pnn_71,pnn_72,pnn_73,pnn_74,pnn_75,pnn_76,pnn_77,pnn_78,pnn_79,pnn_80,pnn_81,pnn_82,pnn_83,pnn_84,pnn_85,pnn_86,pnn_87,pnn_88,pnn_89,pnn_90,pnn_91,pnn_92,pnn_93,pnn_94,pnn_95,pnn_96,pnn_97,pnn_98,pnn_99,Class,Target_State
2010-08-12 07:00:00+00:00,1.29241,1.29322,1,0,0,0,0,2,1.28948,1.29322,1.28948,3307.0,1.289926,1.29093,1.28764,1,0,0,0,1,0,1.29192,0,0,0,1.28298,2010-08-12 07:00:00+00:00,1.29192,False,False,-34408.0,1.300961315261736,1,0,0.0027464285714286,0,0,0,0,0,0,0.0022929216122078,1,0.0020523696033684,0.23404914,0.22302578,0.16116187,-0.32670218,-0.17366976,-0.1607988,-0.1061144,0.34892413,0.17260267,0.038159072,-0.064503774,-0.22637023,-0.12931745,-0.0012862068,0.3265583,0.19580795,0.25179037,-0.18909284,0.06973027,-0.0075813523,0.26544386,-0.077935055,-0.33218423,0.25076625,-0.16021799,-0.16168414,-0.20632488,-0.07086612,0.0009004697,-0.014130193,-0.033270456,0.00080054626,0.08929185,0.19070226,-0.096704476,0.111299805,-0.003835667,-0.12285261,-0.10209726,-0.2656572,-0.1866391,-0.076519325,0.0706003,-0.08731698,0.27686918,-0.19797209,-0.21448424,0.18118796,0.32529545,-0.3166584,-0.34223753,-0.04249667,0.25990424,0.009957856,-0.106604666,0.124835216,0.0358434,-0.16419727,-0.31795108,0.0734838,0.14883557,0.14534882,0.4101285,-0.23440804,-0.14329782,-0.22712398,0.14376342,-0.08712045,-0.043388966,-0.036360756,-0.3880102,0.17778407,-0.15307267,0.01136116,0.08472619,-0.14807038,0.11918652,0.06959532,0.24955292,0.034232195,0.09348433,0.21498117,-0.03361725,-0.07188162,0.030355942,0.07757681,-0.040492013,0.17936938,0.04395981,-0.28842345,0.06206645,-0.12518613,0.25563928,-0.01736813,0.10933368,-0.09737931,0.038524657,-0.0037903823,-0.007989863,-0.1653234,1,0
2010-08-12 08:00:00+00:00,1.28572,1.29251,0,1,0,0,0,1,1.29239,1.29251,1.28528,3160.0,1.2894,1.289065,1.2875975,0,1,0,0,1,0,1.28572,1,0,0,1.28298,2010-08-12 08:00:00+00:00,1.29251,False,False,-37568.0,1.3009103559030244,0,0,0.0031264285714286,0,0,0,0,0,0,-0.005189819765354,0,0.0025772767484757,0.016658284,0.007341372,-0.019225469,-0.046437018,-0.023685595,-0.06571295,-0.056725226,0.012272811,0.008190421,0.016763471,0.024619926,-0.08676943,-0.036625985,0.06775855,0.09791804,0.042364158,0.06049081,-0.023744168,0.023287341,0.0050355475,0.040320475,0.00096127763,-0.06131535,0.054472074,-0.038468115,-0.01987059,-0.016500387,0.050334483,-0.058397874,0.0018452089,0.010365483,0.024602996,-0.013321493,0.03669872,0.0063924296,-0.019747026,0.020548174,0.00054745935,0.04881092,-0.097323775,-0.02761753,-0.042305663,0.0021180157,-0.06288791,0.026170012,-0.054235533,-0.020708708,0.04606808,0.049119435,-0.041965686,-0.018766737,-0.0019111112,0.017502762,-0.036975317,0.024821483,0.05706931,-0.025054032,0.013902595,-0.12254694,0.019008514,0.0405593,0.02016936,0.07961464,-0.040503938,-0.027147522,-0.043140315,0.08227898,0.032833934,0.00066507235,0.0043862015,-0.088025145,-0.018785918,-0.04423546,0.034911707,0.024485098,-0.015261082,0.02973969,0.0071234293,-0.041668322,0.048773058,0.024678437,-0.0007796772,-0.028069258,-0.0014507547,0.0393447,-0.0015941784,-0.05766992,0.040467042,0.054311544,-0.08937538,0.008713317,0.005715117,0.08764454,0.0031639226,-0.0050684363,0.016046058,0.012471341,0.021953745,-0.0032517873,-0.061699994,0,0
2010-08-12 09:00:00+00:00,1.28129,1.28129,0,1,0,0,0,0,1.2857,1.2857,1.28039,4350.0,1.2880980000000002,1.283505,1.2873333333333334,0,1,0,0,0,0,1.28129,1,0,0,1.29322,2010-08-12 09:00:00+00:00,1.29251,False,False,-41918.0,1.3008204648924069,0,0,0.0033921428571428,1,0,0,0,0,0,-0.0034514897860164,0,0.005321568771513,-0.08007173,0.057317235,0.008563047,-0.3482773,-0.36435688,-0.20795028,-0.3287996,-0.5053696,-0.16566099,0.13901418,0.40322554,-0.380104,-0.013701618,0.29193178,0.29790297,-0.18977559,0.089762196,0.15152608,0.1258479,0.16458355,-0.22117768,-0.12697923,0.24482316,0.090721145,-0.47930723,0.18339756,0.4052602,0.3066559,-0.32250988,0.14849088,0.36674044,0.31731102,0.5231614,0.3627457,0.47496074,-0.47914797,-0.3174043,-0.09563655,-0.20162563,-0.4788699,-0.24042779,-0.12733869,0.0076624807,-0.20737267,-0.53800625,-0.31484073,-0.35565558,0.42178276,0.0049302727,0.13367999,0.019618858,-0.33661672,0.15257215,0.10802826,-0.020587273,0.18508299,-0.100464314,0.40542948,-0.5469787,0.1616991,0.3252346,-0.17837752,0.30211154,0.3492478,-0.3661698,0.19503541,0.34506318,0.020056129,0.10087055,-0.07341052,-0.14659822,-0.34552294,-0.17336649,-0.19234785,0.30262017,0.20033182,0.2752189,-0.08613707,-0.3071206,0.3198822,0.34899876,-0.48444873,-0.34182265,-0.20149639,-0.123881154,0.14119698,-0.03597777,-0.00024159625,0.024920434,-0.28728813,0.043308273,-0.15928063,0.28098556,-0.09299116,-0.19651581,-0.15657702,-0.13227041,-0.15125014,-0.3171767,-0.27245638,0,3
2010-08-12 10:00:00+00:00,1.28198,1.28329,1,0,1,1,0,2,1.28127,1.28329,1.27993,2827.0,1.2861699999999998,1.281635,1.2871358333333334,0,0,0,1,0,1,1.28129,1,0,0,1.29322,2010-08-12 10:00:00+00:00,1.29251,False,True,-39091.0,1.300764534692016,0,0,0.0034692857142857,0,0,0,0,0,0,0.0005383748233047,1,0.0036465947424816,0.005056776,-0.039293908,-0.027942654,-0.18111396,-0.1711024,-0.06338357,-0.25879985,-0.3213234,-0.08398217,0.011905492,0.18979529,-0.15786016,-0.06635514,0.16214527,0.18746343,-0.08124079,0.08853033,0.03976722,0.09564014,0.09904691,-0.07324301,0.005009666,0.17216025,0.015778834,-0.2200646,0.10521169,0.106868275,0.16495655,-0.20807114,0.13233933,0.1862365,0.14540523,0.22885321,0.1758319,0.26361203,-0.31505007,-0.19438477,-0.037484758,0.0704734,-0.2643597,-0.13503933,0.011603495,0.023994673,-0.10122416,-0.2274841,-0.097404756,-0.137067,0.11200313,-0.016559454,0.03862464,0.07273641,-0.21100453,0.059185836,0.07197027,0.033424146,0.045776892,-0.11709446,0.16634007,-0.34653917,0.050486654,0.15225905,-0.123456724,0.05452548,0.1250551,-0.1108916,0.017152088,0.2350105,0.022066524,0.100205034,-0.02864215,-0.052000135,-0.20392373,-0.030025966,-0.031588946,0.08355963,0.035932746,0.06313075,-0.07425901,-0.16394743,0.19642928,0.18258195,-0.2523222,-0.16587242,-0.036138244,-0.035883266,0.101500235,0.0516274,0.046663526,0.11319827,-0.20789896,-0.013849629,-0.010309052,0.2609006,-0.00082336925,0.0012919046,0.057352107,-0.009415658,-0.019612676,-0.12820324,-0.14143117,3,0
2010-08-12 11:00:00+00:00,1.28057,1.28282,0,1,0,0,0,1,1.282,1.28282,1.28021,1783.0,1.284394,1.281275,1.2867716666666666,0,0,0,1,0,1,1.28129,1,0,0,1.29322,2010-08-12 11:00:00+00:00,1.29251,False,False,-40874.0,1.3007267947031518,0,1,0.0034178571428571,0,0,0,0,0,0,-0.0011004664434219,0,0.0012941081835982,-0.18190923,0.069757834,0.009625789,-0.38522714,-0.32919824,-0.11353399,-0.2061414,-0.48873425,-0.18129206,0.19906586,0.3872757,-0.40277004,-0.021778785,0.22163697,0.196773,-0.11857483,0.066766635,0.1440901,0.1515473,0.057604097,-0.25336054,-0.13641644,0.27430397,0.100305565,-0.36521482,0.1351635,0.29642445,0.36271557,-0.39374578,0.18109527,0.31777838,0.21804897,0.46035483,0.4400798,0.3357625,-0.5315272,-0.26051962,-0.012966381,-0.12452762,-0.3699356,-0.17606427,-0.053847976,0.06399743,-0.19600832,-0.58962613,-0.29857078,-0.21314588,0.39638966,0.02995035,0.08971033,0.08289584,-0.29357067,0.15325664,-0.018818723,0.112502456,0.11744628,-0.12445449,0.3558079,-0.5280213,0.12897442,0.23904817,-0.15393609,0.24118832,0.32712877,-0.19302484,0.05514524,0.21542224,-0.06544708,0.08858013,0.027200645,-0.23153612,-0.36527833,-0.047505595,-0.13699813,0.22164929,0.100024186,0.22116727,-0.13736016,-0.26026484,0.28326157,0.1887733,-0.36389998,-0.2738739,-0.15630311,-0.13682249,0.061840974,0.07437405,-0.1281159,0.04487348,-0.22372288,-0.016143719,-0.13526013,0.25551054,-0.12748499,-0.16167632,-0.01757434,-0.12004309,-0.026357,-0.29626837,-0.2646995,0,0
2010-08-12 12:00:00+00:00,1.28187,1.28187,0,1,0,0,0,0,1.2806,1.28268,1.278,5180.0,1.282286,1.28122,1.2863125,0,0,0,1,0,1,1.28129,1,0,0,1.29322,2010-08-12 12:00:00+00:00,1.29251,False,True,-35694.0,1.3006249677719308,0,0,0.0036035714285714,0,0,0,0,0,0,0.0010146579912369,1,0.0016111771980554,0.0031002946,-0.024581403,-0.02447508,-0.18812172,-0.18124624,-0.07274294,-0.25666863,-0.3159637,-0.090191886,0.01696093,0.1880005,-0.15388958,-0.07271291,0.16404913,0.18186508,-0.08245343,0.09258233,0.0459419,0.09996925,0.08780706,-0.08248405,-0.007839018,0.18355417,0.008955367,-0.22150326,0.10878171,0.124639876,0.1612918,-0.20027286,0.12492575,0.18609536,0.1390366,0.22448757,0.18453507,0.25589123,-0.32188186,-0.18386224,-0.03732539,0.06109713,-0.26735514,-0.1437637,0.003715003,0.030452218,-0.10760683,-0.2268983,-0.113969415,-0.15020725,0.12017535,-0.016875895,0.04693768,0.0619843,-0.19577417,0.05554538,0.06933833,0.02852975,0.046976566,-0.1037504,0.17633112,-0.34901306,0.051340573,0.15699227,-0.11832165,0.060456373,0.11591454,-0.112016924,0.021398058,0.22893232,0.026414152,0.09454703,-0.032038234,-0.051836632,-0.20549475,-0.03227442,-0.031107437,0.07814679,0.04073241,0.069707036,-0.075322434,-0.1610167,0.20340227,0.18581896,-0.2573474,-0.16456375,-0.054471064,-0.038976885,0.10563139,0.04563311,0.042157892,0.11139505,-0.20461734,-0.0013734046,-0.019588616,0.2551738,-0.0026193708,-0.001070004,0.052748796,-0.009126186,-0.029054554,-0.12814954,-0.14850736,0,3
2010-08-12 13:00:00+00:00,1.283,1.28536,1,0,1,1,0,2,1.2819,1.28536,1.2807,4287.0,1.281742,1.282435,1.2860349999999998,0,0,1,0,0,1,1.28129,1,0,0,1.29322,2010-08-12 13:00:00+00:00,1.28536,False,False,-31407.0,1.3005465507646758,0,0,0.0037814285714286,0,0,0,0,0,0,0.0008811363329221,1,0.0015538328908475,-0.07202272,0.07373213,0.04117939,-0.31957152,-0.25363508,-0.12983358,-0.25422242,-0.53809154,-0.06456498,0.050575584,0.38520345,-0.37206587,-0.015030459,0.19282341,0.2734122,-0.22202648,0.049980253,0.19311185,0.093841165,0.20067465,-0.1879786,-0.040265646,0.28907147,0.10325231,-0.35253733,0.2653777,0.22084452,0.25672477,-0.2527073,0.1537534,0.36339736,0.24709588,0.31151208,0.24059372,0.42864475,-0.50986606,-0.29759282,-0.08992627,-0.053849895,-0.48956165,-0.21141289,0.031143604,-0.09533073,-0.12012674,-0.43760347,-0.11907571,-0.19048333,0.30314848,-0.028609185,0.17318821,0.09393404,-0.20081544,0.071762316,0.17133258,-0.006840052,0.11645472,-0.18950368,0.36398324,-0.4516001,0.23093787,0.23539366,-0.1143909,0.118586056,0.36199546,-0.23708841,0.1875227,0.33123806,0.0449232,0.20168915,-0.059959807,-0.034420323,-0.36894214,-0.0362497,-0.11803192,0.16848427,0.135765,0.1976247,-0.02664446,-0.21686803,0.31225133,0.27015013,-0.46904162,-0.18384655,-0.092204295,-0.17076358,0.07846942,0.023782022,0.059209708,0.014766585,-0.23963444,-0.062437236,-0.079563856,0.283063,-0.02696766,-0.09596202,0.034463707,-0.044715397,-0.079594135,-0.1703049,-0.27581668,3,0
2010-08-12 14:00:00+00:00,1.28441,1.28606,0,1,0,0,0,1,1.28298,1.28606,1.2819,4423.0,1.282366,1.283705,1.285705833333333,0,0,1,0,0,1,1.28129,1,0,0,1.278,2010-08-12 14:00:00+00:00,1.28536,False,False,-26984.0,1.3004728168832191,0,0,0.0038107142857143,0,0,1,0,0,0,0.0010983833059445,1,0.0014701248325336,-0.12324561,0.09300901,-0.0047829337,-0.29620308,-0.2745182,-0.16430059,-0.27958,-0.55528146,-0.086355,0.052232314,0.41276017,-0.39044952,-0.030543584,0.28016636,0.26584533,-0.18826777,0.0705822,0.13641767,0.13285461,0.21507972,-0.22624968,-0.0701077,0.29060155,0.08192497,-0.3501581,0.21954198,0.25171173,0.2746181,-0.2893094,0.1984505,0.38099512,0.24768639,0.37559196,0.27663654,0.44448355,-0.56981134,-0.26468945,-0.065942794,-0.04081093,-0.48599404,-0.26966852,0.018385293,-0.08188921,-0.14523594,-0.4563433,-0.15488309,-0.22485816,0.32627448,0.00207657,0.17084773,0.10258654,-0.23008958,0.09970923,0.15085366,-0.03859296,0.14946714,-0.2057735,0.38798368,-0.52846384,0.23079132,0.22760004,-0.17530608,0.16966143,0.38810274,-0.28217664,0.15354283,0.35925266,0.03229754,0.1862156,-0.071521245,-0.055694595,-0.41191304,-0.101143375,-0.1050971,0.1706843,0.1324251,0.17768148,-0.02428051,-0.19633773,0.33684587,0.2891177,-0.45255268,-0.23708107,-0.14548531,-0.20805284,0.098602556,0.009802163,0.051546287,0.029534116,-0.29055434,-0.05856157,-0.09831079,0.30699733,-0.03939146,-0.07061857,-0.04442283,-0.042903267,-0.113415994,-0.20332238,-0.28910518,0,0
2010-08-12 16:00:00+00:00,1.2849,1.2849,0,1,0,0,0,0,1.28646,1.28651,1.28429,1760.0,1.284134,1.285695,1.2853091666666667,0,0,1,0,0,0,1.28734,0,0,0,1.278,2010-08-12 16:00:00+00:00,1.28536,True,False,-25040.0,1.300391454658829,0,0,0.0038028571428571,0,0,0,0,0,1,-0.0012366853745595,0,0.0020007868638927,0.021247946,-0.020389782,-0.013794543,-0.08101548,-0.060607485,-0.01891839,-0.093323484,-0.090563774,-0.035468206,0.02363575,0.038119804,-0.129556,0.027348828,0.033707887,0.08902868,-0.0040129405,0.086989194,0.0025981981,0.032763116,0.044617042,-0.0155525915,0.03591795,0.037914217,0.04840055,-0.045272753,0.0065104943,0.030662388,0.055584736,-0.104852036,0.0004732944,0.08539016,0.036348592,0.042291746,0.08399503,0.08418612,-0.11593697,-0.06180443,-0.039489053,0.08669965,-0.11281535,-0.050905347,0.016012082,-0.008660225,-0.036190804,-0.03268523,-0.0057077482,-0.015550634,0.03975211,0.058595553,0.0070482977,0.042698324,-0.040986754,0.032886457,-0.013535514,0.002506392,0.042811755,-0.03480775,0.036708735,-0.18171966,0.044508606,0.059524193,-0.019235058,0.038556542,0.010228645,-0.016563384,-0.053709693,0.089947104,-0.011893557,0.04157024,0.03966588,-0.089459576,-0.06996456,-0.03179339,0.0033750217,0.042366877,-0.043064393,0.001311427,-0.040986873,-0.05783221,0.05580637,0.030063307,-0.075754225,-0.06469762,-0.026999366,0.013013854,0.037173226,0.017865073,0.02613683,0.029096741,-0.101561815,-0.0047354456,0.007080131,0.11645473,0.039118744,-0.0061309366,0.070284665,0.06588273,0.032858163,-0.029035732,-0.071989186,0,2
2010-08-12 17:00:00+00:00,1.28266,1.28266,0,1,1,0,1,0,1.28488,1.28488,1.28236,1430.0,1.284292,1.28378,1.2845625,0,0,0,1,0,1,1.28734,0,0,0,1.278,2010-08-12 17:00:00+00:00,1.28488,False,False,-26470.0,1.30036544481726,0,0,0.0038835714285714,0,0,0,0,0,0,-0.0017448476906521,0,0.0017071194584789,0.17198072,0.07975426,0.13214093,-0.25956452,-0.18490636,-0.10455975,-0.054181956,0.2755883,0.08408342,0.058729984,-0.0029361974,-0.2195514,-0.13005534,-0.042240992,0.3134798,0.18373132,0.21672286,-0.14186235,0.04947912,-0.020871555,0.1821908,-0.048339743,-0.32379085,0.2357046,-0.105405115,-0.15568489,-0.18774481,-0.016623927,-0.04117448,-0.049245726,-0.065202616,-0.05120163,0.04682547,0.11546387,-0.07194831,0.10856039,-0.026415342,-0.12846078,-0.10919565,-0.2521996,-0.16192587,-0.044343375,0.021583736,-0.12980235,0.25171763,-0.16897863,-0.21315181,0.16409756,0.2596963,-0.3042301,-0.28609994,-0.02905572,0.23173936,0.034019805,-0.06354487,0.13663366,0.022647746,-0.1155089,-0.31626,0.09273375,0.12842222,0.06726059,0.38717714,-0.16596751,-0.098119244,-0.1506646,0.16544554,-0.064113714,-0.014142159,0.026530182,-0.35225272,0.12333596,-0.15171607,0.06624788,0.010313992,-0.175914,0.07749824,0.06682427,0.17285661,0.04578252,0.07948157,0.20452546,-0.011668623,-0.031455666,-0.016072813,0.08397781,-0.03872049,0.13893108,0.035283532,-0.22654165,0.029237688,-0.10027184,0.16435839,-0.03481492,0.07907274,-0.07574238,0.05786527,0.05629518,0.029699694,-0.11378585,2,3
2010-08-12 23:00:00+00:00,1.28427,1.28463,1,0,1,1,0,2,1.28277,1.28463,1.28254,1434.0,1.283034,1.283535,1.2833958333333333,0,0,1,0,0,0,1.28362,1,0,0,1.278,2010-08-12 23:00:00+00:00,1.28342,False,False,-24534.0,1.3002704607717606,0,0,0.0026085714285714,0,0,0,0,0,0,0.0011452746989194,1,0.0011818534644396,0.1618707,0.12032901,0.11449329,-0.27913868,-0.1737355,-0.04951512,-0.08177152,0.27403003,0.097491235,0.015396021,-0.03339298,-0.1879753,-0.06671442,-0.06874377,0.28633487,0.20738973,0.24149574,-0.15079547,0.078627914,-0.036162388,0.15887249,-0.08194582,-0.26165256,0.2283717,-0.08092835,-0.21451113,-0.18869083,-0.07336162,0.03471734,-0.04641126,-0.05923859,-0.08306362,0.080051765,0.1320768,-0.019826371,0.09644626,-0.0004375726,-0.12218794,-0.060487796,-0.28411883,-0.17629963,-0.009487201,0.010827227,-0.122157976,0.2616558,-0.14069802,-0.20630522,0.14477399,0.29468155,-0.2828908,-0.2756177,-0.023083465,0.21491355,0.06081119,-0.11739233,0.12291387,0.01307584,-0.17542966,-0.29469514,0.0724501,0.10084301,0.058453724,0.33797014,-0.15359358,-0.10503862,-0.22151077,0.14159776,-0.08074016,-0.0008680094,0.030728597,-0.3554581,0.12105119,-0.1466187,0.029517874,0.04491245,-0.15997468,0.05366615,0.09186721,0.22669344,0.03362429,0.08334464,0.20402102,-0.03444819,-0.008525633,0.0009258855,0.07992643,-0.013659387,0.12460178,0.019011585,-0.24765556,0.05462724,-0.10241467,0.19247808,0.029286142,0.11754221,-0.06712408,0.088789165,0.06615604,0.051294528,-0.12312043,3,0
2010-08-13 00:00:00+00:00,1.2834,1.28434,0,1,0,0,0,1,1.28425,1.28434,1.28333,1228.0,1.283192,1.283835,1.2835233333333331,0,0,1,0,0,0,1.28362,1,0,0,1.278,2010-08-13 00:00:00+00:00,1.28342,True,False,-25762.0,1.3002493523479972,0,0,0.0024407142857143,0,0,0,0,0,1,-0.0006776572015043,0,0.0016421082880981,0.03505079,-0.016320046,-0.032097273,-0.0921346,-0.0750232,0.0017204694,-0.100476965,-0.13431919,-0.006593365,0.028292015,0.09100493,-0.098320715,0.0452854,0.0325685,0.082429536,-0.038520496,0.0728182,0.031102398,0.022046432,0.071946844,-0.041702826,0.02715813,0.0468245,0.010942443,-0.0737169,0.037419062,0.044768803,0.06283744,-0.08737849,-0.024367316,0.10720295,0.073791414,0.047971487,0.075543106,0.10618726,-0.12667891,-0.08439567,-0.0017136503,0.08600919,-0.1384376,-0.036740914,0.025049334,-0.0142319165,-0.00752753,-0.06492724,0.00077488646,-0.007862538,0.031068219,0.029549636,0.021452647,0.06952775,-0.08264692,0.00061564334,0.007870616,0.002224682,0.04710849,-0.030672109,0.04504235,-0.19147556,0.04551334,0.05402334,-0.01663463,0.0061078183,0.0262582,-0.029240603,-0.030616209,0.11672881,0.0059028557,0.05252702,-0.005524844,-0.05710206,-0.061878353,-0.011601779,-0.015805114,0.027755672,-0.008481108,0.0070809443,-0.047594797,-0.06398559,0.066622555,0.079403214,-0.13141483,-0.06715509,-0.0092571415,-0.019088302,0.0094852075,0.059787158,0.013872709,0.03982467,-0.10136878,-0.01885887,0.014936045,0.13897204,0.014243498,-0.0032389183,0.091453135,0.05061239,0.051781565,-0.03727362,-0.10043534,0,1
2010-08-13 02:00:00+00:00,1.28519,1.2865,1,0,0,0,0,2,1.2839,1.2865,1.28372,1383.0,1.2839079999999998,1.284535,1.2836616666666665,1,0,0,0,1,0,1.28362,1,0,0,1.278,2010-08-13 02:00:00+00:00,1.2865,False,False,-23344.0,1.3002109638153772,0,0,0.0022442857142857,0,0,0,0,0,0,0.001019824382783,1,0.0012347851172813,-0.059217382,0.055326626,0.05838363,-0.29334494,-0.31559807,-0.13544549,-0.29586282,-0.50889575,-0.06199148,0.051749177,0.39401802,-0.35193652,-0.0015068706,0.2380534,0.29104105,-0.19835591,0.08242941,0.162736,0.05167047,0.23209098,-0.18411334,-0.07270453,0.27430153,0.11213772,-0.32515347,0.25625774,0.27889276,0.21566097,-0.27448726,0.13748425,0.38472062,0.22368385,0.40685517,0.22661853,0.5181994,-0.4473785,-0.3874466,-0.10957576,-0.16496852,-0.50586957,-0.24323311,0.04412976,-0.09841783,-0.1578981,-0.418096,-0.121010944,-0.21912621,0.30764028,-0.06454067,0.16952549,0.08204763,-0.21676835,0.099638045,0.17645867,-0.07083146,0.13583057,-0.17173131,0.34235525,-0.51621544,0.22138005,0.31511676,-0.17986324,0.16265434,0.3468534,-0.29742143,0.22921596,0.38132265,0.061808802,0.20073777,-0.074161865,0.02283576,-0.40139017,-0.10778243,-0.14994888,0.20557229,0.14935412,0.16944936,-0.06560874,-0.2790108,0.33118048,0.32259056,-0.53668773,-0.24681413,-0.15954453,-0.18217695,0.073083214,0.025828969,0.04581091,-0.036931165,-0.30787632,-0.06787671,-0.047311164,0.3320745,-0.02698449,-0.060610905,-0.06636123,-0.04798907,-0.14113624,-0.21604034,-0.2524902,1,0
2010-08-13 04:00:00+00:00,1.28573,1.28647,0,1,0,0,0,1,1.28626,1.28647,1.28528,1168.0,1.284888,1.2859850000000002,1.28371,1,0,0,0,1,0,1.28362,1,0,0,1.278,2010-08-13 04:00:00+00:00,1.2865,True,False,-23486.0,1.3001792742466256,0,0,0.0018642857142857,0,0,0,0,0,0,-0.0003965831690761,0,0.001432413897564,0.05537996,-0.011501721,-0.024793327,-0.07941764,-0.069863044,-0.0125908395,-0.102098376,-0.114568405,-0.017280461,0.025315322,0.079968706,-0.090690404,0.04462277,0.0331211,0.08705329,-0.043615136,0.06920393,0.043539375,-0.00012931041,0.056170776,-0.019839447,0.021051113,0.045374572,0.024183564,-0.057253487,0.050965674,0.073638424,0.045447472,-0.06195786,-0.024541255,0.09362222,0.0610254,0.0450124,0.058732614,0.1092918,-0.0906549,-0.09060615,-0.013984503,0.04159359,-0.12158624,-0.022124963,-0.0018227901,-0.010439273,-0.005970396,-0.04437396,-0.004519455,-0.025336357,0.02617379,0.005396086,0.029696818,0.040935762,-0.06322262,-0.007445356,0.029156035,-0.009312414,0.035569854,-0.018823687,0.059755266,-0.15200952,0.049817953,0.079459175,-0.0036326535,0.00692283,0.0006788168,-0.028291682,0.0014590845,0.10549951,0.027724734,0.05452888,-0.007420728,-0.035744023,-0.06114781,-0.029932875,-0.034892567,0.045942158,0.016966537,0.0050513837,-0.056354415,-0.08522846,0.056607075,0.07083,-0.15544583,-0.04610148,-0.020827368,-0.0137521215,0.014529148,0.018089868,0.01964606,0.012980331,-0.100622274,0.004398072,0.009725141,0.10878193,0.012065566,-0.020491647,0.06733625,0.031980645,0.019837512,-0.033698965,-0.075920224,0,1
2010-08-13 05:00:00+00:00,1.28705,1.28774,1,0,0,0,0,2,1.28571,1.28774,1.28524,1091.0,1.285618,1.28639,1.2840758333333333,1,0,0,0,1,0,1.28362,1,0,0,1.278,2010-08-13 05:00:00+00:00,1.2865,False,False,-22395.0,1.3001647638367178,0,0,0.0017757142857143,0,0,0,0,0,0,0.0010261274697588,1,0.0012418308859054,-0.05741017,0.05548413,0.05966989,-0.29845354,-0.31127524,-0.13717106,-0.29901025,-0.5028714,-0.061145622,0.061649207,0.3946806,-0.35507786,0.007984929,0.2389329,0.29160613,-0.19936843,0.07780871,0.1698894,0.055125993,0.23140672,-0.19084376,-0.0728246,0.27027306,0.118365854,-0.32628077,0.2573921,0.27345747,0.2172806,-0.26722577,0.13962398,0.3870482,0.22470798,0.40549034,0.23227467,0.52288806,-0.44737452,-0.37706146,-0.10719353,-0.16645977,-0.50672007,-0.24095947,0.03386786,-0.10587807,-0.15626402,-0.42460537,-0.12199307,-0.21717627,0.31194246,-0.061616503,0.16817355,0.07804606,-0.21592799,0.100958444,0.17874369,-0.067781776,0.14379625,-0.16764374,0.34588024,-0.5123171,0.2211831,0.31556255,-0.17673026,0.16604653,0.35870156,-0.30141798,0.22562945,0.37615016,0.055849545,0.19803461,-0.06541009,0.018938264,-0.39639613,-0.110628955,-0.14508574,0.20719795,0.15903449,0.17645028,-0.061536282,-0.26944548,0.33103767,0.32042906,-0.5287405,-0.25021324,-0.16272914,-0.18011883,0.06751971,0.024167363,0.048716065,-0.03537245,-0.30203316,-0.06503176,-0.04997167,0.3245387,-0.03708751,-0.06721624,-0.06841044,-0.05693107,-0.13453162,-0.22516572,-0.25524503,1,1
