,Equity
2633,9971.529865063438
2634,9971.740709875201
2635,9971.912486289919
2636,9972.10411127219
2637,9972.299261824646
2638,9972.597515644937
2639,9972.581369763737
2640,9973.23160037471
2641,9972.981894616607
2642,9973.042441728554
2643,9972.880220642848
2644,9973.343950749004
2645,9974.05792178196
2646,9974.386382865117
2647,9975.447923312659
2648,9975.032504059489
2649,9974.902820487654
2650,9975.275691272795
2651,9975.55097619277
2652,9975.805887252403
2653,9974.410694300397
2654,9975.452339202393
2655,9974.536752453356
2656,9974.146786608866
2657,9974.258337564064
2658,9974.102023139081
2659,9973.528605356352
2660,9973.585869973775
2661,9973.502619162322
2662,9973.435352208004
2663,9973.194098738591
2664,9974.01613119558
2665,9973.763613211539
2666,9973.625458996614
2667,9973.548023204168
2668,9973.993135848596
2669,9973.960905669459
2670,9972.14759920582
2671,9972.32568345604
2672,9971.274542278154
2673,9971.313257658796
2674,9969.492899720772
2675,9970.235579183369
2676,9970.249535353896
2677,9970.848330664485
2678,9971.434105182376
2679,9971.861166444301
2680,9971.804316825745
2681,9971.420081949524
2682,9971.621235028522
2683,9971.39621279689
2684,9971.54400860094
2685,9971.925968371454
2686,9971.727292494015
2687,9972.548838439034
2688,9973.393373483033
2689,9973.726065367373
2690,9973.324540935735
2691,9973.0570520831
2692,9973.422443150188
2693,9973.135069886222
2694,9973.968176990064
2695,9973.639189640222
2696,9972.471544832391
2697,9972.822233350535
2698,9972.436753260317
2699,9972.452974640486
2700,9973.364398268477
2701,9973.84836380587
2702,9973.927190387883
2703,9973.585438286193
2704,9972.768790892851
2705,9972.548530811026
2706,9972.667825125134
2707,9972.541915559783
2708,9972.472214279458
2709,9972.374180329289
2710,9971.916691943698
2711,9971.760384330759
2712,9970.51894153831
2713,9970.966297960702
2714,9971.566621935302
2715,9971.262997990638
2716,9971.544126813922
2717,9971.534692222327
2718,9971.33230358513
2719,9973.051335168193
2720,9973.038234832075
2721,9973.179011670316
2722,9972.427943203838
2723,9973.022805693372
2724,9973.449665070146
2725,9972.69776512965
2726,9972.578506818621
2727,9972.851536046794
2728,9971.72406362364
2729,9970.272227352067
2730,9970.194730826921
2731,9970.293723559005
2732,9969.875915853467
2733,9969.881122739112
2734,9969.936161843249
2735,9970.036342851423
2736,9969.905636467669
2737,9969.885108831539
2738,9970.02499516849
2739,9969.816206977956
2740,9969.761091942799
2741,9970.25496131634
2742,9969.50854358504
2743,9969.94275344344
2744,9969.783064258518
2745,9970.474858607951
2746,9970.940068513702
2747,9970.53354220093
2748,9971.712273195119
2749,9971.29018254821
2750,9971.544499554944
2751,9972.266434512867
2752,9972.760957995071
2753,9972.608364376396
2754,9971.599672026685
2755,9972.718283119339
2756,9972.783155604859
2757,9972.959037491974
2758,9973.27509617451
2759,9973.535288267705
2760,9973.050358336312
2761,9973.179856983468
2762,9973.197876050604
2763,9973.396390465603
2764,9973.560167436968
2765,9973.486200445048
2766,9974.18882633192
2767,9974.398189861335
2768,9974.891962891139
2769,9974.827837983734
2770,9974.82548631092
2771,9969.404869496351
2772,9966.271909718875
2773,9963.983919672768
2774,9963.952840472064
2775,9962.69233247192
2776,9962.782469288435
2777,9960.946759604894
2778,9960.119024901249
2779,9959.759832310387
2780,9958.58676188352
2781,9959.036509482963
2782,9959.60799565056
2783,9958.252449277408
2784,9958.016262089744
2785,9958.638729597677
2786,9958.440786437237
2787,9958.301991756594
2788,9958.72445799003
2789,9958.159311502392
2790,9958.6115370764
2791,9959.918466467585
2792,9960.113077586371
2793,9960.78686382425
2794,9960.259867805444
2795,9959.825377978274
2796,9960.78631637059
2797,9960.483267605514
2798,9961.695056744635
2799,9961.5463992454
2800,9960.861831554657
2801,9961.208421994588
2802,9960.934970157243
2803,9961.274738575037
2804,9961.01674935205
2805,9960.217909438366
2806,9960.20392667166
2807,9960.086701996705
2808,9959.07412204096
2809,9959.778831430567
2810,9959.695670721707
2811,9959.889517666476
2812,9959.919051527015
2813,9960.03347357694
2814,9958.842460279731
2815,9958.73066839889
2816,9959.866205016568
2817,9960.35365990508
2818,9961.693871877227
2819,9961.167777940682
2820,9960.814211535739
2821,9960.756246793208
2822,9961.216644817952
2823,9960.781126781922
2824,9960.734040237136
2825,9961.350995402272
2826,9961.389134587389
2827,9961.50376006882
2828,9961.901753491575
2829,9961.822994667962
2830,9961.816894364998
2831,9962.34024662558
2832,9962.62955410192
2833,9962.753532968876
2834,9962.459184978172
2835,9963.00971927407
2836,9962.175340253349
2837,9961.799397034903
2838,9959.319927506278
2839,9959.129748517182
2840,9957.41244537524
2841,9957.226557797856
2842,9957.302490383374
2843,9956.794900257213
2844,9957.413266936113
2845,9957.846672550133
2846,9958.096415322058
2847,9958.966074236421
2848,9958.459626973641
2849,9958.625301008607
2850,9958.728364655444
2851,9959.14740845438
2852,9959.730744117982
2853,9959.416383646203
2854,9959.667192095258
2855,9959.628443526562
2856,9958.867224394504
2857,9959.22358981334
2858,9959.159518212742
2859,9958.768293652414
2860,9958.472370308866
2861,9958.63120606476
2862,9958.251612311851
2863,9958.875463566219
2864,9957.59811479779
2865,9958.054084407151
2866,9957.835848692766
2867,9958.644201521265
2868,9959.937087936523
2869,9959.212436677142
2870,9958.960865782752
2871,9959.774344699676
2872,9959.59714337762
2873,9959.768445245069
2874,9959.42486955246
2875,9959.056223231244
2876,9958.429434579803
2877,9958.590560637094
2878,9958.789844262164
2879,9958.839639369995
2880,9958.783882754877
2881,9958.172351765068
2882,9958.159460738061
2883,9957.962333288438
2884,9957.832048818764
2885,9957.698677421042
2886,9956.412875658722
2887,9957.962798293755
2888,9955.055088186884
2889,9955.118444184616
2890,9956.320229407194
2891,9956.642868995203
2892,9959.716663407631
2893,9959.53708393888
2894,9960.843166471708
2895,9960.387514333448
2896,9960.865452198068
2897,9961.355076630167
2898,9961.895395581205
2899,9961.157351742091
2900,9960.62131244644
2901,9960.884365394511
2902,9961.013753553589
2903,9960.666952133726
2904,9961.13416860535
2905,9960.401418241092
2906,9960.688475969568
2907,9961.198061354635
2908,9961.231764647555
2909,9962.479872611904
2910,9962.73728417544
2911,9963.656189953637
2912,9964.7965320187
2913,9964.080662048233
2914,9963.084078238122
2915,9963.053815901787
2916,9963.7765767843
2917,9963.517790502245
2918,9962.696325614263
2919,9962.153975093386
2920,9963.299999788253
2921,9964.176434595294
2922,9964.259020244019
2923,9963.996058904015
2924,9963.815344963677
2925,9964.405277510785
2926,9964.658065071271
2927,9964.044702266128
2928,9963.822252915781
2929,9963.80412890187
2930,9963.208506955289
2931,9963.776467514192
2932,9963.522598494948
2933,9962.841997633446
2934,9962.141574647549
2935,9962.942598032974
2936,9963.911654953377
2937,9963.32035515092
2938,9963.456493565296
2939,9965.785553319292
2940,9965.423597305835
2941,9965.285972269932
2942,9965.797820782442
2943,9966.150659250725
2944,9966.063707160276
2945,9966.38940272665
2946,9966.857876620466
2947,9966.549064667975
2948,9966.84222742416
2949,9966.651382197135
2950,9966.732091972823
2951,9966.645056196725
2952,9966.859576957915
2953,9966.962027375906
2954,9967.64039617962
2955,9967.195201214574
2956,9967.503124352868
2957,9967.193419470568
2958,9966.135411461313
2959,9965.662666054057
2960,9964.814966922606
2961,9964.008289139592
2962,9964.63168565513
2963,9964.898918798908
2964,9964.70041449066
2965,9964.273936255882
2966,9964.361853593162
2967,9964.972942729411
2968,9963.88246443374
2969,9962.818621325334
2970,9963.415458516327
2971,9962.961958986223
2972,9963.1745832512
2973,9963.133668685892
2974,9963.337194136206
2975,9963.311184508362
2976,9963.624945535674
2977,9963.493692207818
2978,9963.528470513736
2979,9963.932009714355
2980,9963.615054525739
2981,9963.507217502085
2982,9964.384114049551
2983,9963.635691809803
2984,9961.894029548548
2985,9962.701599988224
2986,9962.297152283361
2987,9961.948902555574
2988,9959.954508994271
2989,9960.632433757233
2990,9959.749642796849
2991,9959.333728621736
2992,9959.009885319436
2993,9958.005469504755
2994,9957.339469557537
2995,9957.081714415675
2996,9957.127767580607
2997,9957.4565843395
2998,9957.50845983168
2999,9957.709988532462
3000,9957.85224647809
3001,9957.801245933273
3002,9958.207516603465
3003,9958.016811613332
3004,9957.654911046968
3005,9957.21866065867
3006,9956.214505190572
3007,9957.479955904191
3008,9957.151095904237
3009,9958.498524750903
3010,9959.572283757963
3011,9959.153679223109
3012,9957.82241130604
3013,9958.242966820999
3014,9958.856754885728
3015,9958.930604354478
3016,9959.023664447564
3017,9959.018915004739
3018,9957.179174963529
3019,9957.814367988909
3020,9958.1171683591
3021,9957.696218032628
3022,9957.83836590491
3023,9957.762527392251
3024,9958.146992651804
3025,9958.00093422366
3026,9962.784015255684
3027,9962.440795599838
3028,9963.678335199404
3029,9963.351733325218
3030,9962.28176853287
3031,9961.605960423887
3032,9963.383058484329
3033,9963.419407428846
3034,9962.75848616767
3035,9963.374771213877
3036,9963.02092249679
3037,9962.930798953606
3038,9965.08809500519
3039,9965.128831120983
3040,9965.135222556639
3041,9965.206706730602
3042,9964.578542153231
3043,9965.151757191992
3044,9965.752417936716
3045,9964.51610097977
3046,9964.953861412923
3047,9965.199034672081
3048,9964.345965416254
3049,9963.990215667769
3050,9963.827009358081
3051,9963.57430734465
3052,9963.37748489866
3053,9962.893677085065
3054,9963.52464347996
3055,9962.126154099527
3056,9962.969850018195
3057,9962.728161172092
3058,9962.860623688375
3059,9962.040331090442
3060,9961.247689849683
3061,9960.63913662491
3062,9960.419442571329
3063,9960.351468394121
3064,9960.05750433644
3065,9960.590670924888
3066,9960.73982050756
3067,9961.206531538051
3068,9962.674584548757
3069,9962.40217865889
3070,9962.687464912522
3071,9962.817574022856
3072,9962.344574725288
3073,9962.091167507835
3074,9962.071131247822
3075,9962.187399873277
3076,9962.188450731017
3077,9962.549262480328
3078,9963.05313985135
3079,9964.613551592298
3080,9963.9612687318
3081,9963.58074163852
3082,9963.147320628184
3083,9964.272989475043
3084,9963.507810924097
3085,9963.738605134207
3086,9963.298781935568
3087,9963.455345892868
3088,9963.271388265557
3089,9963.810083185406
3090,9963.419945900252
3091,9964.012778655575
3092,9963.758915588362
3093,9963.803412733754
3094,9963.898837808718
3095,9963.855447231634
3096,9964.630442286467
3097,9964.881055159
3098,9964.655873884687
3099,9964.251929800006
3100,9964.130453637908
3101,9964.393492175312
3102,9965.222249487802
3103,9963.359893359411
3104,9962.899054749823
3105,9962.322815165458
3106,9962.667188841926
3107,9962.358557002328
3108,9962.741394364737
3109,9962.957069863276
3110,9962.801041824558
3111,9962.663769665485
3112,9964.30938396903
3113,9964.341232786936
3114,9964.298059537537
3115,9963.540124984145
3116,9963.61657556748
3117,9963.586943413678
3118,9963.788280713334
3119,9963.862012488851
3120,9963.622370737712
3121,9963.799319650261
3122,9964.026878484483
3123,9963.694996982855
3124,9963.624213806928
3125,9966.017575821767
3126,9966.229161046645
3127,9965.501699304037
3128,9965.979170497656
3129,9965.609713812171
3130,9965.519932509182
3131,9966.93367584947
3132,9967.294725896212
3133,9966.535866545428
3134,9966.481125939188
3135,9966.034636924654
3136,9966.183977300041
3137,9965.228447522239
3138,9965.06752688515
3139,9965.88225158829
3140,9965.73048735941
3141,9965.689512789251
3142,9965.757235537581
3143,9965.810944041694
3144,9965.859332270858
3145,9965.150453916267
3146,9965.409275575299
3147,9965.528153839532
3148,9965.396982813183
3149,9966.389439762537
3150,9967.68806215864
3151,9966.466630957008
3152,9967.148626297263
3153,9966.906998021
3154,9966.69876102617
3155,9967.134655824388
3156,9969.139608302734
3157,9970.061568567418
3158,9970.020126284751
3159,9968.728473399531
3160,9969.30083553326
3161,9968.96562556159
3162,9969.236916440692
3163,9969.112792088868
3164,9969.31635338321
3165,9969.462208748968
3166,9969.5949000367
3167,9969.702034901395
3168,9969.975119051349
3169,9970.544416026834
3170,9970.231772759878
3171,9970.453276778257
3172,9970.329854082089
3173,9970.852668718915
3174,9970.532564158444
3175,9970.842344172765
3176,9971.00310416141
3177,9970.814944472995
3178,9971.09862889468
3179,9971.681142304471
3180,9971.349425531578
3181,9970.180974215376
3182,9970.139530118337
3183,9969.260525166877
3184,9969.409991301343
3185,9969.474606677166
3186,9969.485921150905
3187,9969.356862186443
3188,9969.653725243332
3189,9969.475831311041
3190,9969.60713606216
3191,9969.976687974364
3192,9970.1910648508
3193,9969.442394350277
3194,9969.817974982669
3195,9969.411002086794
3196,9968.983047836658
3197,9968.900472794143
3198,9969.456033821629
3199,9969.254562224814
3200,9968.069752625146
3201,9967.755816835255
3202,9966.619947771409
3203,9966.698401562275
3204,9967.430561484493
3205,9966.906491336333
3206,9967.653781158846
3207,9968.232754491359
3208,9968.476320926293
3209,9969.314330944342
3210,9969.302474802476
3211,9969.328302375261
3212,9969.193336302766
3213,9968.862357266862
3214,9968.647266389013
3215,9968.146355726474
3216,9968.0464061392
3217,9968.333412544076
3218,9968.243148146621
3219,9968.200877384766
3220,9968.0485006347
3221,9968.16590191197
3222,9968.25731422798
3223,9968.437024807565
3224,9966.795768676073
3225,9966.470389667682
3226,9967.011818047582
3227,9966.673796212226
3228,9969.510801558421
3229,9969.14561739999
3230,9967.54159376393
3231,9967.573835859086
3232,9966.145293964253
3233,9964.407947287998
3234,9964.444139629102
3235,9964.134787007584
3236,9964.358200664583
3237,9964.414441724562
3238,9964.541459709479
3239,9964.483417599484
3240,9964.331912303347
3241,9964.459015748504
3242,9964.31425402719
3243,9964.551127627972
3244,9964.969411848277
3245,9964.702056205728
3246,9965.115412747118
3247,9965.10699739035
3248,9964.431059876855
3249,9964.601840592106
3250,9963.529471082165
3251,9962.975145278364
3252,9964.148894344626
3253,9964.23149077042
3254,9964.91109038709
3255,9965.346223555782
3256,9964.811910979543
3257,9964.41344877002
3258,9964.0471950362
3259,9964.288372046965
3260,9964.073649764052
3261,9963.939928199125
3262,9963.600581766488
3263,9963.613370026333
3264,9963.784026459216
3265,9963.916753960133
3266,9963.951084241173
3267,9963.42908234229
3268,9963.140412161616
3269,9963.555164818215
3270,9962.376917892992
3271,9961.4232226752
3272,9961.16948004603
3273,9961.695478735339
3274,9960.987586619303
3275,9961.108711262337
3276,9962.359983207078
3277,9962.126920544752
3278,9963.80002459118
3279,9963.785624179398
3280,9964.22462139163
3281,9964.365450197893
3282,9964.441605640599
3283,9964.722653226801
3284,9964.927583155693
3285,9965.030702881659
3286,9964.847155241809
3287,9964.548039451087
3288,9964.91167642975
3289,9964.963168831207
3290,9964.791667895155
3291,9964.868260521826
3292,9965.04667800859
3293,9966.089338241814
3294,9965.781293604496
3295,9965.382029408278
3296,9965.708380002987
3297,9966.269623075199
3298,9966.93812681259
3299,9966.930891444821
3300,9966.568166656181
3301,9967.082265301937
3302,9966.476485857007
3303,9966.655950152488
3304,9966.295427771649
3305,9966.591020261969
3306,9966.81673909667
3307,9966.60524619525
3308,9966.651176884261
3309,9966.594712815742
3310,9966.573403264307
3311,9966.499135623228
3312,9966.389541812101
3313,9966.274761463856
3314,9966.328670411773
3315,9967.167915978209
3316,9967.084376377594
3317,9966.74721849658
3318,9968.074317186713
3319,9967.702277649894
3320,9968.546956025253
3321,9967.781950961473
3322,9966.959128979173
3323,9966.19033705474
3324,9965.718835739191
3325,9964.968935994377
3326,9964.72214476669
3327,9963.421691961124
3328,9962.895236362387
3329,9963.612044762815
3330,9963.526956852442
3331,9963.570686447225
3332,9963.371280342255
3333,9963.220901770068
3334,9963.156920984895
3335,9962.844690916107
3336,9963.16292576426
3337,9963.067989135088
3338,9962.968575794162
3339,9962.731162882312
3340,9962.059723352866
3341,9961.645874363452
3342,9961.435584277475
3343,9960.887727271287
3344,9960.762777758107
3345,9960.965552181753
3346,9960.746119225756
3347,9959.820148386158
3348,9960.84620066899
3349,9961.677475831186
3350,9962.170250050265
3351,9962.301105211152
3352,9962.831199835495
3353,9962.632916603672
3354,9962.457302191648
3355,9962.139486045791
3356,9961.859330222538
3357,9962.244147593574
3358,9962.212789477457
3359,9962.30240993988
3360,9962.869299260077
3361,9962.598227450042
3362,9962.429459230714
3363,9962.76628977596
3364,9962.478110348453
3365,9962.031056718206
3366,9960.895409377084
3367,9959.793852931856
3368,9960.10083754624
3369,9959.662082465089
3370,9958.94834539991
3371,9959.296195307206
3372,9958.33337549129
3373,9959.024926644499
3374,9960.15666956341
3375,9959.471357677865
3376,9959.729200006339
3377,9962.796425971255
3378,9962.201386509081
3379,9961.574200105179
3380,9961.925286754991
3381,9962.173701645743
3382,9962.171142833682
3383,9962.786232987764
3384,9962.765661241854
3385,9961.526267416244
3386,9962.352460143607
3387,9962.511243334617
3388,9963.419535508341
3389,9963.480555395365
3390,9962.799858561133
3391,9961.850733409758
3392,9961.854148980065
3393,9962.831616913514
3394,9962.472963701855
3395,9963.315054167422
3396,9966.651347446546
3397,9966.804525389078
3398,9966.280750098033
3399,9966.365342676807
3400,9966.426339031002
3401,9967.055514456877
3402,9967.427668976854
3403,9967.49050953341
3404,9967.272385294136
3405,9967.36019521555
3406,9967.994880282773
3407,9968.413067118236
3408,9968.642354721564
3409,9968.439966036653
3410,9967.990065227936
3411,9968.396392261146
3412,9967.922324580786
3413,9967.269529752792
3414,9966.933119046324
3415,9967.879634018112
3416,9966.164130189181
3417,9965.512035531932
3418,9966.659073350393
3419,9966.748005707455
3420,9966.928395462923
3421,9965.903967816923
3422,9965.9800199417
3423,9965.867580849033
3424,9965.692835726557
3425,9965.119399174462
3426,9965.026803549841
3427,9965.295128345226
3428,9965.169232035269
3429,9964.997595683184
3430,9965.144783964359
3431,9965.28916487387
3432,9965.215291848459
3433,9965.544601191566
3434,9964.916890924113
3435,9964.823099752997
3436,9964.160666112706
3437,9964.660918150563
3438,9962.957879098785
3439,9965.416045033351
3440,9964.64834800615
3441,9965.087920645303
3442,9966.493280124647
3443,9966.347866593756
3444,9965.234157196284
3445,9966.114005830106
3446,9966.023691747549
3447,9964.48219090943
3448,9964.414428791002
3449,9964.342104479503
3450,9964.503656964707
3451,9964.75249077917
3452,9964.662579396067
3453,9964.495923509636
3454,9964.401623762009
3455,9964.589219158299
3456,9964.817214274655
3457,9964.633371755755
3458,9964.470469695316
3459,9964.389139774117
3460,9964.142456164744
3461,9964.736117364737
3462,9965.485800340946
3463,9964.918267154046
3464,9965.312181367535
3465,9965.821666097687
3466,9965.092951806535
3467,9965.264140012645
3468,9965.532235033037
3469,9965.350332315908
3470,9963.892548276612
3471,9963.972649221452
3472,9964.13395228362
3473,9965.421596636126
3474,9965.581350739738
3475,9967.632223686713
3476,9967.466754466303
3477,9967.209069933773
3478,9967.653597211436
3479,9968.099720348624
3480,9967.896301011022
3481,9967.862142158729
3482,9967.92851338682
3483,9967.720332651594
3484,9967.655478854878
3485,9967.853543128203
3486,9967.226467572907
3487,9967.403403944752
3488,9966.463757429392
3489,9966.54426474351
3490,9966.30655361886
3491,9966.239470729712
3492,9965.178899492545
3493,9964.363678062402
3494,9962.797066512136
3495,9962.490548766145
3496,9963.096528326434
3497,9962.629365359231
3498,9961.873161184029
3499,9961.674703200404
3500,9961.709660035
3501,9961.468031847888
3502,9961.614508504652
3503,9961.77420389006
3504,9961.62619521683
3505,9961.810424906895
3506,9962.336578429598
3507,9962.107490282591
3508,9961.99459426484
3509,9962.053326347901
3510,9961.908140448611
3511,9961.93468540994
3512,9960.506481174263
3513,9960.425570660009
3514,9960.554798107843
3515,9960.496980002981
3516,9961.302945124427
3517,9962.351108891717
3518,9962.273169338816
3519,9962.697634656592
3520,9962.593324379479
3521,9962.511215873616
3522,9962.465554641694
3523,9962.653963685781
3524,9962.532282337905
3525,9962.62673174183
3526,9962.712298883156
3527,9962.642067304723
3528,9962.687910590284
3529,9962.590088628285
3530,9962.090439643716
3531,9962.300133194383
3532,9962.354467105799
3533,9962.945342787387
3534,9962.362367555155
3535,9963.25999888235
3536,9963.780259249708
3537,9964.358366314547
3538,9964.019189588073
3539,9964.059574821811
3540,9965.002502701813
3541,9965.965373987437
3542,9966.040028155867
3543,9966.44666342998
3544,9966.35949501824
3545,9966.06027393166
3546,9965.936924882346
3547,9965.522304817703
3548,9965.728682755172
3549,9965.64559712175
3550,9965.827042495224
3551,9965.784671368165
3552,9965.911081703736
3553,9965.945381694444
3554,9965.85683227278
3555,9965.870135282477
3556,9966.349311018803
3557,9966.020460758526
3558,9966.841828391878
3559,9966.328408534035
3560,9967.024253446065
3561,9966.814556740725
3562,9967.388362569167
3563,9967.628368086183
3564,9967.091372389543
3565,9965.642632980209
3566,9965.322122640802
3567,9965.576283072789
3568,9965.575836402813
3569,9965.042108790358
3570,9965.033827594432
3571,9964.761493492279
3572,9964.666293064105
3573,9964.418597463935
3574,9964.363114211712
3575,9964.529734867274
3576,9964.5914653588
3577,9964.522070800205
3578,9964.243982670261
3579,9963.87433026733
3580,9963.741994599779
3581,9963.906401248485
3582,9964.019376979764
3583,9964.404865330724
3584,9964.012298355643
3585,9964.083972601858
3586,9964.321316847376
3587,9964.316227440482
3588,9964.57728494541
3589,9963.665060833648
3590,9963.35871280955
3591,9962.843195464233
3592,9963.035478711174
3593,9963.043717674442
3594,9962.77384270922
3595,9962.663108912064
3596,9962.47280961205
3597,9962.5087321943
3598,9962.703000945332
3599,9962.715513094035
3600,9962.616983299133
3601,9962.824071996967
3602,9962.10660443163
3603,9961.846629305597
3604,9961.59618105964
3605,9961.812996401177
3606,9960.408841512526
3607,9960.45985974102
3608,9959.670510675272
3609,9959.275776437826
3610,9959.831730518787
3611,9959.4782446733
3612,9960.09971970675
3613,9960.016036293031
3614,9959.081903783172
3615,9959.102611542927
3616,9958.91685856008
3617,9958.365029214976
3618,9957.332508451336
3619,9957.48838218598
3620,9957.178106668234
3621,9957.312125897997
3622,9957.280144295562
3623,9957.213248014385
3624,9957.395797423096
3625,9957.10142304976
3626,9957.38683277384
3627,9957.588836485042
3628,9957.663453565452
3629,9957.588940807425
3630,9956.730663230008
3631,9955.586348744611
3632,9956.753907463235
3633,9956.473123785052
3634,9956.783892654497
3635,9957.946083037436
3636,9957.866022316337
3637,9956.342296287785
3638,9957.594874637882
3639,9957.968011535373
3640,9957.932292320427
3641,9957.16139640391
3642,9956.750425980561
3643,9956.403711946708
3644,9956.053293168778
3645,9956.112810629429
3646,9955.584559306622
3647,9955.605233214765
3648,9955.629907932454
3649,9955.88390365758
3650,9955.621885946603
3651,9955.734284117336
3652,9955.275237365327
3653,9955.37320572723
3654,9955.574328155557
3655,9955.775281333286
3656,9955.281169660564
3657,9955.636770324041
3658,9953.902339831067
3659,9954.180882421919
3660,9954.212346171593
3661,9954.276162583257
3662,9955.2746191372
3663,9955.645927151341
3664,9955.54987588985
3665,9954.969841031181
3666,9955.18375276443
3667,9954.986220398529
3668,9954.968393525496
3669,9954.898811969584
3670,9955.175621744153
3671,9955.291179348991
3672,9955.479513623208
3673,9955.275394224229
3674,9955.416672882842
3675,9955.073043118435
3676,9955.216838245964
3677,9955.11912357834
3678,9956.78084934224
3679,9956.540496220672
3680,9957.250542319343
3681,9957.48911918367
3682,9957.885213684916
3683,9958.268726379205
3684,9958.361539529718
3685,9958.455857879319
3686,9957.57532382678
3687,9957.864531519253
3688,9957.634620510229
3689,9957.056727956404
3690,9957.691398744275
3691,9957.907737260508
3692,9958.012412577838
3693,9957.864506639422
3694,9958.089145827229
3695,9958.302201841934
3696,9958.155461136032
3697,9958.470118525458
3698,9958.445193381049
3699,9959.340971079611
3700,9959.667445953228
3701,9959.361691860186
3702,9959.088453999324
3703,9958.745139549803
3704,9957.294543729071
3705,9957.873621474564
3706,9957.707180805335
3707,9956.911600196128
3708,9956.801877282882
3709,9957.241253973021
3710,9958.059904343836
3711,9957.879959874836
3712,9957.672937165213
3713,9958.678391428693
3714,9959.246744545766
3715,9958.805061254317
3716,9958.641544873304
3717,9958.921270866658
3718,9958.765656028741
3719,9958.589493583018
3720,9958.472104725428
3721,9958.40576433153
3722,9958.968266799679
3723,9959.00360593167
3724,9958.353083276346
3725,9958.73731743324
3726,9958.114776983013
3727,9956.832395400139
3728,9957.437263011252
3729,9957.534134612775
3730,9957.475847642218
3731,9957.180027385271
3732,9957.848900772613
3733,9957.343212258753
3734,9956.11170880058
3735,9955.553494158374
3736,9955.005702548677
3737,9955.034246731899
3738,9953.993489838624
3739,9953.07890586194
3740,9952.92656433844
3741,9952.992904942035
3742,9952.474566919696
3743,9952.712538802301
3744,9953.444454544837
3745,9953.229391568057
3746,9953.246431948395
3747,9953.300369501061
3748,9952.207667712175
3749,9948.50164975666
3750,9948.862279823197
3751,9948.663036463327
3752,9948.065267878928
3753,9948.31484515264
3754,9948.47581216741
3755,9948.640874364297
3756,9947.11122927672
3757,9945.741525933476
3758,9946.44925407104
3759,9943.894998806118
3760,9944.215036042617
3761,9943.64928862803
3762,9944.026409209377
3763,9944.175307211952
3764,9945.005378499445
3765,9943.054832135642
3766,9943.830547680001
3767,9943.607644384821
3768,9942.454126948262
3769,9942.434105585111
3770,9942.415860637017
3771,9942.74466965602
3772,9941.633603110884
3773,9943.038976365264
3774,9943.36092273727
3775,9942.179365300306
3776,9942.777899946212
3777,9942.775763343709
3778,9942.465931132274
3779,9944.019468489192
3780,9945.198685982205
3781,9945.993812225744
3782,9945.324875304852
3783,9943.822165357642
3784,9943.614931144906
3785,9943.82291289146
3786,9943.584142813923
3787,9943.848789817352
3788,9944.75629015871
3789,9944.430028061955
3790,9944.39507250787
3791,9944.09298869351
3792,9944.260513016487
3793,9944.584925880648
3794,9944.939598908588
3795,9944.49708733387
3796,9944.147977647744
3797,9944.594058253637
3798,9945.71468410119
3799,9945.539455928745
3800,9942.971137088689
3801,9944.306180169413
3802,9944.392362448845
3803,9944.426016181793
3804,9943.242563926133
3805,9942.715563297452
3806,9942.020788216292
3807,9940.54251295242
3808,9939.890755525723
3809,9940.170241537962
3810,9939.658587668171
3811,9940.123676472062
3812,9940.045744868847
3813,9940.148269530442
3814,9940.430621458689
3815,9940.21945963367
3816,9939.549756654455
3817,9940.037195215073
3818,9938.784008412209
3819,9938.513517488465
3820,9938.72188866462
3821,9938.924175515283
3822,9939.662997543284
3823,9939.149482093948
3824,9938.667095003268
3825,9938.5685202023
3826,9938.191019824431
3827,9938.295432955158
3828,9937.971791401967
3829,9937.015837861183
3830,9937.657714304842
3831,9938.997415721988
3832,9939.866121793159
3833,9939.380535169752
3834,9940.051875049892
3835,9939.943112593486
3836,9939.977846205522
3837,9940.035429874531
3838,9940.00265110433
3839,9939.720192619501
3840,9939.89656920067
3841,9941.637438820737
3842,9942.047883815574
3843,9942.908364447623
3844,9942.598589346408
3845,9943.17424664342
3846,9942.060229599452
3847,9941.5420198382
3848,9942.547223302392
3849,9941.771475907415
3850,9941.23046727969
3851,9941.546536189462
3852,9941.337275420034
3853,9943.826403873205
3854,9943.176781778066
3855,9942.85612979364
3856,9941.356960823203
3857,9940.78177541527
3858,9941.482268226951
3859,9941.984010739745
3860,9942.26132002397
3861,9942.126179822984
3862,9942.04125497952
3863,9941.90587840937
3864,9941.958801109166
3865,9942.570264487997
3866,9942.644760680925
3867,9942.304819063676
3868,9942.3639587114
3869,9942.535642585413
3870,9942.893662456983
3871,9943.02714612208
3872,9943.620724071336
3873,9942.63398478408
3874,9942.964849934748
3875,9943.07264500749
3876,9944.243108218418
3877,9944.579203488325
3878,9944.453428272678
3879,9944.417864053945
3880,9944.448128789953
3881,9944.682208122038
3882,9946.792925258946
3883,9946.632731446683
3884,9946.429911694646
3885,9946.339073986186
3886,9946.375230426676
3887,9946.376327075315
3888,9946.03653109509
3889,9945.74318542486
3890,9945.709512959462
3891,9945.903760736739
3892,9945.554876972528
3893,9945.41561846387
3894,9944.710695518463
3895,9945.161825108855
3896,9944.165899803817
3897,9944.519562831254
3898,9944.309672568876
3899,9945.175897020921
3900,9945.300141683987
3901,9945.62582093179
3902,9945.882398899032
3903,9946.300082105254
3904,9947.758943179466
