,Equity
1361,10013.808865948575
1362,10014.067629924813
1363,10014.004666851804
1364,10014.354553059318
1365,10014.206812918856
1366,10013.517370932288
1367,10013.835547115385
1368,10014.342007340607
1369,10013.542160335755
1370,10014.487907788993
1371,10014.530895214179
1372,10014.855519342624
1373,10014.718948959007
1374,10014.724863813988
1375,10014.257932640652
1376,10013.99320410987
1377,10015.279618843235
1378,10015.877352220896
1379,10016.737182894694
1380,10016.576241732728
1381,10016.786462249478
1382,10016.366880110889
1383,10018.658995837175
1384,10018.998844740256
1385,10018.895642774183
1386,10019.160431070351
1387,10019.714500187692
1388,10019.861863375076
1389,10019.660424579311
1390,10019.143102435015
1391,10019.376737704353
1392,10019.67612911274
1393,10020.009878930538
1394,10019.522646551344
1395,10019.06797749063
1396,10019.309823079044
1397,10019.649218494167
1398,10019.51238704049
1399,10019.445405205099
1400,10020.579026117506
1401,10020.570350557244
1402,10018.169293553665
1403,10017.05613343413
1404,10016.577225069845
1405,10015.485722695594
1406,10015.203390426408
1407,10015.447940872218
1408,10015.626223519952
1409,10016.631392963705
1410,10016.986451852907
1411,10016.697054368942
1412,10016.076943769425
1413,10015.822965558029
1414,10016.233558483762
1415,10016.415082898313
1416,10016.468635814394
1417,10016.652791508288
1418,10016.899607262862
1419,10017.10569182457
1420,10017.243948444571
1421,10017.481047884661
1422,10016.595243313477
1423,10016.510145418957
1424,10015.605604920393
1425,10015.953672725553
1426,10015.865928762878
1427,10015.480123408317
1428,10015.438433966368
1429,10016.321580040125
1430,10014.88424527097
1431,10012.117809847716
1432,10012.71103110255
1433,10012.573893316097
1434,10012.31451108473
1435,10010.318375129747
1436,10010.032616847286
1437,10009.205660336072
1438,10009.708583248925
1439,10009.813096780768
1440,10009.801873372362
1441,10009.994311773133
1442,10009.977471943757
1443,10010.32657699869
1444,10010.682960327327
1445,10010.989447481848
1446,10011.142983668648
1447,10011.377302559818
1448,10009.73813081579
1449,10009.737972840287
1450,10009.618747944161
1451,10010.11532096348
1452,10010.710721431184
1453,10010.356252035856
1454,10010.415554085484
1455,10010.792978715193
1456,10009.054808057836
1457,10008.326102133251
1458,10008.510709032658
1459,10008.890054117084
1460,10009.572561452233
1461,10009.474631814654
1462,10009.182596317638
1463,10009.301457440337
1464,10009.42057113115
1465,10009.315799969636
1466,10009.168670219537
1467,10010.024774288218
1468,10010.174544956355
1469,10010.141735647689
1470,10009.979967801128
1471,10009.601140149975
1472,10010.344539515288
1473,10010.746148977292
1474,10011.076642942746
1475,10010.99764603533
1476,10010.971797058815
1477,10011.047102897253
1478,10011.051299138975
1479,10010.91068187291
1480,10010.628572147496
1481,10010.397557528851
1482,10010.948525115688
1483,10010.623637286104
1484,10010.86495139034
1485,10010.41648339145
1486,10010.798199778503
1487,10010.012536700007
1488,10010.640276161997
1489,10010.957447157976
1490,10010.753395886895
1491,10010.413503624402
1492,10010.301862714821
1493,10010.320680698587
1494,10010.6814229815
1495,10011.247133240233
1496,10011.122127254945
1497,10011.273029413323
1498,10011.017729333784
1499,10011.95121558487
1500,10011.578585834759
1501,10010.590804062886
1502,10009.915966702258
1503,10008.293384732022
1504,10008.718566505671
1505,10009.427057605395
1506,10009.139623893972
1507,10009.49952760452
1508,10009.247340808513
1509,10009.229342494093
1510,10009.182205413836
1511,10008.625979432181
1512,10009.328334855521
1513,10009.333696325672
1514,10009.618659829723
1515,10009.4763372654
1516,10009.742336140333
1517,10009.663362280335
1518,10010.66075856215
1519,10010.709939270868
1520,10010.209480699257
1521,10009.578092676471
1522,10008.303391769665
1523,10009.233365167458
1524,10008.817660665236
1525,10006.312169289691
1526,10007.299448174304
1527,10006.51198068764
1528,10006.874187923997
1529,10006.712748167243
1530,10006.957514365089
1531,10006.674059384186
1532,10007.173280665651
1533,10007.125851450824
1534,10007.256807394742
1535,10007.661645859083
1536,10007.692888396128
1537,10007.624650474861
1538,10007.853272273436
1539,10007.9265113494
1540,10007.643205030956
1541,10007.639115166943
1542,10006.855741273437
1543,10008.74788035181
1544,10008.547339405342
1545,10007.588243490825
1546,10008.089061336364
1547,10008.308531315628
1548,10008.88037329449
1549,10008.922719993698
1550,10008.996585464916
1551,10008.507063804542
1552,10008.702512818822
1553,10007.96630918064
1554,10007.748046286888
1555,10007.928471157738
1556,10007.62280813204
1557,10007.913369484171
1558,10008.065306267912
1559,10008.236597311145
1560,10008.155494785558
1561,10007.744615511087
1562,10007.714736332302
1563,10008.050576825408
1564,10007.4960214297
1565,10007.390683509466
1566,10006.538201395562
1567,10006.129371713472
1568,10006.671803976467
1569,10007.44223899534
1570,10007.68815494511
1571,10006.015893009539
1572,10005.611155722083
1573,10006.008742081613
1574,10004.206071917264
1575,10004.19368905427
1576,10004.680674933448
1577,10004.666017246018
1578,10004.699785727422
1579,10004.592616483069
1580,10004.963362690636
1581,10004.897286142088
1582,10005.227372387886
1583,10005.529865496812
1584,10005.54956412075
1585,10006.162233406847
1586,10005.951304933045
1587,10005.09633878734
1588,10004.830808667171
1589,10004.782247713292
1590,10004.671506232546
1591,10004.065545593192
1592,10004.608824955683
1593,10005.119502951862
1594,10004.897756684315
1595,10004.356901684301
1596,10005.409959644443
1597,10006.797486639003
1598,10006.361473122379
1599,10007.142416240687
1600,10007.262881117993
1601,10007.674789774672
1602,10007.910867084023
1603,10007.877990813331
1604,10007.578737256701
1605,10007.365615513814
1606,10007.124174261455
1607,10006.923826573651
1608,10007.167469401826
1609,10006.919164253513
1610,10007.078045566841
1611,10006.978670927047
1612,10007.288110311709
1613,10007.592659423608
1614,10007.349867979756
1615,10007.585619529593
1616,10007.448925369383
1617,10006.62842180254
1618,10006.968713836397
1619,10007.665069981991
1620,10009.554151752678
1621,10010.190215348179
1622,10009.438231480171
1623,10009.912390195697
1624,10009.866714226971
1625,10009.824109458046
1626,10010.081697889202
1627,10010.141917575624
1628,10010.052562834957
1629,10010.181670017235
1630,10010.095133437972
1631,10009.992078674595
1632,10010.302289255877
1633,10009.73233286553
1634,10009.729804440378
1635,10009.604834739052
1636,10009.855366937263
1637,10009.150466367622
1638,10009.633807742324
1639,10010.579213012528
1640,10010.253827237135
1641,10010.048374111419
1642,10010.244659272967
1643,10012.600116643156
1644,10011.828026042338
1645,10012.921695987634
1646,10011.915719685196
1647,10011.04354319135
1648,10011.24831640179
1649,10011.607102056483
1650,10012.581233447894
1651,10012.123687228453
1652,10012.232940577855
1653,10012.086730251563
1654,10012.323768286973
1655,10012.695295695503
1656,10012.568684050573
1657,10012.134359926853
1658,10012.392871348962
1659,10012.683041968787
1660,10012.750315455449
1661,10012.80686652034
1662,10013.579694391123
1663,10013.567542345878
1664,10013.62453211667
1665,10013.685237301284
1666,10013.488925964295
1667,10013.515102514197
1668,10013.507120321035
1669,10013.488250288668
1670,10014.0801081085
1671,10014.084887968538
1672,10013.44249799365
1673,10013.27242831055
1674,10012.600094155208
1675,10012.536365656924
1676,10012.90661274543
1677,10012.9361802156
1678,10013.116290851558
1679,10013.237483779381
1680,10013.510437941104
1681,10013.103850098883
1682,10012.768777488182
1683,10013.010981342803
1684,10012.308886114988
1685,10012.190625230713
1686,10012.608164084611
1687,10013.015352317523
1688,10011.442234352782
1689,10011.061355253973
1690,10010.874616069632
1691,10009.725928116819
1692,10009.357048735264
1693,10008.737272170734
1694,10009.440218170495
1695,10009.505511837418
1696,10010.640005357589
1697,10010.556771886682
1698,10010.364550178483
1699,10010.0317280327
1700,10010.08894870346
1701,10010.095492721674
1702,10010.238969922948
1703,10010.28350765738
1704,10010.219670671377
1705,10009.858891790695
1706,10010.274722064121
1707,10010.318523783018
1708,10010.243840269803
1709,10010.148205457552
1710,10009.859961932614
1711,10011.052091785843
1712,10010.64212004304
1713,10010.628073412532
1714,10009.787915186836
1715,10009.09613010827
1716,10009.33306626557
1717,10009.88454583014
1718,10010.117876576058
1719,10009.604151320476
1720,10011.022205854877
1721,10010.621231563833
1722,10010.319230930143
1723,10010.707181613247
1724,10010.252401344942
1725,10010.18601846368
1726,10010.130445274825
1727,10010.329638345838
1728,10010.80378331442
1729,10010.635515465727
1730,10010.879213069256
1731,10010.729411986842
1732,10010.268316218458
1733,10010.189851977531
1734,10010.012406677088
1735,10011.938147724943
1736,10012.419591627557
1737,10012.386993726772
1738,10012.399186837169
1739,10012.724328072467
1740,10013.441281622465
1741,10013.928876212045
1742,10012.545398822853
1743,10012.9098064595
1744,10013.526206574672
1745,10013.152747086137
1746,10013.388911730171
1747,10013.06208339918
1748,10013.298344549847
1749,10013.365071792787
1750,10013.4289232452
1751,10013.569615215918
1752,10013.555879752059
1753,10013.349665007378
1754,10013.394305377291
1755,10013.383429532285
1756,10013.455773125828
1757,10013.880525851151
1758,10014.788960900643
1759,10014.830021619797
1760,10013.689577343657
1761,10012.780275315186
1762,10012.725081451832
1763,10012.445033560978
1764,10011.102737463672
1765,10011.35203839491
1766,10010.972040246266
1767,10010.883500808744
1768,10011.60338640102
1769,10012.150556323853
1770,10012.467857812839
1771,10012.778406455687
1772,10012.595624710553
1773,10012.9062887001
1774,10012.755507008294
1775,10012.78938619759
1776,10012.623416694625
1777,10012.708754911237
1778,10013.301671158391
1779,10013.422199811805
1780,10013.107483902622
1781,10013.07534852909
1782,10012.135522405564
1783,10012.184113984724
1784,10011.899952043965
1785,10012.163181163403
1786,10012.771688894507
1787,10013.490137626373
1788,10014.076250303437
1789,10013.610082387171
1790,10013.055716465124
1791,10013.256723203194
1792,10013.975995592644
1793,10013.441023103316
1794,10013.08423593742
1795,10012.902441993636
1796,10012.844704811816
1797,10013.16071609805
1798,10013.202643934052
1799,10013.162107296019
1800,10012.722877347744
1801,10012.409655131469
1802,10013.085229878301
1803,10013.145385325844
1804,10013.11355856117
1805,10012.863516725443
1806,10013.272129904375
1807,10013.799834416011
1808,10012.285798727973
1809,10012.534477472977
1810,10012.324391563476
1811,10013.298435629784
1812,10013.180483870527
1813,10012.533498761024
1814,10012.159437898668
1815,10010.219913804862
1816,10010.79921311845
1817,10010.87953339606
1818,10010.318779097011
1819,10011.059698679048
1820,10010.834375538563
1821,10010.923374235965
1822,10010.653920392933
1823,10010.692742694991
1824,10010.965345787843
1825,10010.652793844229
1826,10010.314098236218
1827,10010.556292731622
1828,10010.531633742583
1829,10010.591500455124
1830,10010.620390891105
1831,10009.411274462762
1832,10008.69585614651
1833,10007.790181657423
1834,10007.862269192337
1835,10007.972435133393
1836,10007.024742114616
1837,10005.349110383631
1838,10006.17357086464
1839,10006.36310969326
1840,10007.390126578775
1841,10006.694907962743
1842,10006.420396034182
1843,10006.32711674504
1844,10006.774017315362
1845,10006.422912729075
1846,10006.222587859398
1847,10005.805348995667
1848,10005.581198623051
1849,10006.131031891191
1850,10005.896994957913
1851,10005.648449284903
1852,10005.655717268119
1853,10005.590728634534
1854,10005.78300983729
1855,10005.175646187801
1856,10003.48854769794
1857,10003.09017618044
1858,10002.874965347108
1859,10003.336916943648
1860,10003.607315611109
1861,10002.464868230387
1862,10002.351252457915
1863,10001.995190330847
1864,10002.182107666538
1865,10001.258546192395
1866,10001.25431292613
1867,10001.54995587571
1868,10001.603278934148
1869,10001.587260596458
1870,10001.674925745278
1871,10001.628260027392
1872,10001.455440789161
1873,10001.324699951694
1874,10001.53801083045
1875,10001.834842410708
1876,10001.840859741504
1877,10002.031773803616
1878,10001.170978343625
1879,10000.805579684087
1880,10001.220500847672
1881,10001.527304196012
1882,10001.700272487149
1883,10002.342181258547
1884,10001.45682138515
1885,10002.94605005341
1886,10001.870733194797
1887,10002.666324829228
1888,10003.457066766492
1889,10003.554475689285
1890,10003.230634598676
1891,10002.97348375301
1892,10002.940823205257
1893,10003.014786975631
1894,10002.968196207526
1895,10003.239720185458
1896,10002.728582901023
1897,10002.234116855247
1898,10002.479946391955
1899,10002.342115347332
1900,10001.943226460993
1901,10001.762551461397
1902,10001.725795404776
1903,10000.185540031383
1904,10001.076060756417
1905,10001.25440809922
1906,10001.04120383818
1907,9999.529616633945
1908,9999.901967527712
1909,10000.165953796388
1910,9999.198661233107
1911,9999.47202433684
1912,9999.998511020027
1913,9999.466468832965
1914,9999.409683441765
1915,9999.135654411866
1916,9998.52933670285
1917,9998.627682970638
1918,9999.025955410978
1919,9999.125318047598
1920,9999.251450750824
1921,9999.402463899967
1922,9999.176567790713
1923,9999.545027917695
1924,9999.408825807002
1925,9999.543550786999
1926,9999.593064723313
1927,9998.76835883821
1928,9999.133524302984
1929,9999.538752623213
1930,9999.862850296404
1931,9998.272010563729
1932,10000.888157104831
1933,9999.22178724928
1934,9995.60003367843
1935,9995.492458036819
1936,9996.253067822672
1937,9995.504497144178
1938,9994.957946962631
1939,9994.891899244518
1940,9994.807584323118
1941,9994.903959566198
1942,9994.877525159502
1943,9995.094724071214
1944,9995.073229029735
1945,9995.14993559085
1946,9995.328659148641
1947,9995.523270486612
1948,9995.29913115109
1949,9994.976099545422
1950,9993.81791974642
1951,9993.071439197138
1952,9992.806640830164
1953,9993.46908902991
1954,9993.787255727559
1955,9992.473127206087
1956,9993.583355041403
1957,9993.488549490246
1958,9994.5939202413
1959,9995.015456508427
1960,9995.236874636803
1961,9994.856036911315
1962,9995.883909239174
1963,9996.40212795958
1964,9996.414709979577
1965,9996.253712693298
1966,9995.836237209212
1967,9995.907218525774
1968,9996.258280885908
1969,9996.571118950873
1970,9996.18087535218
1971,9996.020338894234
1972,9996.286324784813
1973,9996.740313210305
1974,9996.651378440893
1975,9995.661762378733
1976,9994.797561529842
1977,9995.671063916554
1978,9994.315544451667
1979,9993.18979007973
1980,9993.780731160792
1981,9992.841679520958
1982,9993.450700490488
1983,9992.962218552038
1984,9994.623265097638
1985,9993.721578774253
1986,9993.406977874325
1987,9993.139643250039
1988,9993.196699420047
1989,9993.29823731623
1990,9993.38975938341
1991,9993.448726958226
1992,9993.308361749925
1993,9993.044517272385
1994,9993.097723202623
1995,9993.10307252087
1996,9992.858704463377
1997,9992.674130642832
1998,9992.144398009903
1999,9991.949131020056
2000,9990.549569115881
2001,9990.506495481302
2002,9990.309327080859
2003,9989.989582450753
2004,9989.94172051765
2005,9988.754862088084
2006,9987.90085027186
2007,9988.386227174002
2008,9989.442522873469
2009,9988.359726913426
2010,9988.006153135522
2011,9987.984039334211
2012,9987.965266773976
2013,9987.958701461603
2014,9987.744126403391
2015,9987.855349849293
2016,9987.823280181312
2017,9988.745365187138
2018,9988.765383027225
2019,9988.67981867909
2020,9988.558379740081
2021,9988.158960011137
2022,9989.069466456562
2023,9989.376128143755
2024,9988.348566125702
2025,9988.458822252298
2026,9988.510612536633
2027,9988.497202346362
2028,9989.051216400258
2029,9986.699489378412
2030,9985.67801242946
2031,9986.327297071186
2032,9986.323826335683
2033,9985.839550348948
2034,9987.596086908026
2035,9984.64311216453
2036,9985.307746656723
2037,9985.616340454982
2038,9985.497294603556
2039,9985.270477476346
2040,9986.288732703302
2041,9986.950277906139
2042,9986.975645878689
2043,9987.094542688583
2044,9987.601366526143
2045,9987.257384866365
2046,9987.234013930016
2047,9988.400089498222
2048,9987.440671233146
2049,9987.761152056211
2050,9987.222312445005
2051,9987.77790090001
2052,9987.06399494729
2053,9986.639947213887
2054,9985.28843720359
2055,9986.51686706292
2056,9987.61153670793
2057,9987.325527569708
2058,9987.902662300992
2059,9987.388737277253
2060,9987.659625493408
2061,9987.557479680834
2062,9987.486017230563
2063,9987.645771196374
2064,9987.354033152023
2065,9987.880916579548
2066,9987.661963188928
2067,9987.85617430369
2068,9987.443798214488
2069,9987.272846585796
2070,9986.173073045558
2071,9986.062707836214
2072,9986.000101671285
2073,9985.796663471334
2074,9986.288994487972
2075,9986.273356680324
2076,9986.23675449693
2077,9983.84787366342
2078,9983.80744112448
2079,9984.861271191157
2080,9985.967991554126
2081,9985.719501383068
2082,9985.953836888948
2083,9985.576650915877
2084,9985.92490508167
2085,9985.632434630856
2086,9985.772344404697
2087,9985.394088261417
2088,9986.345331341214
2089,9986.196429343265
2090,9986.500721380391
2091,9986.157742323694
2092,9985.746239133798
2093,9985.255347457623
2094,9984.326296718747
2095,9983.869382799996
2096,9983.907174373526
2097,9983.717284461847
2098,9983.06086907998
2099,9981.957323794855
2100,9983.17417821148
2101,9982.591541875188
2102,9982.779381058746
2103,9983.622533183043
2104,9984.029513827996
2105,9983.614922575509
2106,9983.519904866922
2107,9983.503810208622
2108,9983.392878478142
2109,9983.350471222571
2110,9983.342316989596
2111,9984.06599662367
2112,9984.250588372684
2113,9983.247956032697
2114,9983.557943331169
2115,9982.92118615489
2116,9982.77751780166
2117,9983.348649464802
2118,9983.069224267518
2119,9983.001884017893
2120,9981.170490082597
2121,9980.605638435374
2122,9980.578868057397
2123,9980.146261949856
2124,9979.69643465655
2125,9978.575664430795
2126,9978.940134719847
2127,9979.545438683761
2128,9980.625514112618
2129,9979.667354615622
2130,9979.163414101506
2131,9979.48902215379
2132,9979.638844598596
2133,9979.46761391802
2134,9979.306857492875
2135,9979.801245092758
2136,9978.947547902504
2137,9978.895426558582
2138,9978.91185715059
2139,9978.803195962566
2140,9978.998113573232
2141,9978.740069605996
2142,9977.24085385841
2143,9977.946496651866
2144,9979.02895675983
2145,9978.94295167938
2146,9980.25111959396
2147,9980.514027205074
2148,9980.921465160658
2149,9980.480069628016
2150,9978.946433540139
2151,9978.718871984254
2152,9978.950739223708
2153,9979.332440862003
2154,9979.334664935648
2155,9978.5161488311
2156,9978.607577184795
2157,9978.686773591364
2158,9978.763359678085
2159,9978.344731582338
2160,9978.490724157395
2161,9979.42482136744
2162,9979.231379643588
2163,9979.4169704182
2164,9980.042689931297
2165,9979.179356721854
2166,9979.929024697016
2167,9979.1049438128
2168,9980.020148357704
2169,9980.171458662026
2170,9981.002954468806
2171,9980.562400550363
2172,9983.325021586224
2173,9982.541368924978
2174,9980.387371243956
2175,9981.461839751442
2176,9982.329283693645
2177,9983.469153882774
2178,9983.39124169815
2179,9983.258294802208
2180,9982.644498870706
2181,9982.712199562966
2182,9982.803001239985
2183,9982.546657728646
2184,9983.147557811539
2185,9982.703058688592
2186,9982.596705592472
2187,9982.786996779842
2188,9982.562894787528
2189,9982.293042663492
2190,9981.47685758741
2191,9982.164633518962
2192,9982.964152096247
2193,9983.825329240277
2194,9984.14075364933
2195,9983.705299552541
2196,9984.744530479826
2197,9985.423417265454
2198,9984.311866886166
2199,9984.799583089758
2200,9985.202976150471
2201,9984.904846966429
2202,9984.314057687297
2203,9984.357690223682
2204,9983.995292686557
2205,9984.572760019084
2206,9984.535137789828
2207,9984.839548714881
2208,9985.5583463853
2209,9985.500296617027
2210,9985.584135603776
2211,9985.567165081782
2212,9985.030849472305
2213,9985.73425402243
2214,9984.972811746647
2215,9986.476681233271
2216,9986.818918541734
2217,9986.362558527902
2218,9986.663095074518
2219,9986.803353964755
2220,9986.839406954929
2221,9987.357793414516
2222,9985.790003080867
2223,9986.22271465935
2224,9986.273747363286
2225,9984.415314665688
2226,9984.237951647674
2227,9983.903868673795
2228,9983.190294073289
2229,9983.195157033926
2230,9983.289160123237
2231,9983.440862476913
2232,9983.78933960542
2233,9983.700630051686
2234,9983.658060544976
2235,9983.57030932257
2236,9982.368533061473
2237,9982.779220927541
2238,9983.468414183591
2239,9982.931306268112
2240,9982.64837818201
2241,9983.137725579367
2242,9982.614129477824
2243,9980.216725058575
2244,9978.15426876254
2245,9977.079261041425
2246,9979.021389249398
2247,9979.181472226663
2248,9979.287008789379
2249,9978.278762622214
2250,9978.145561137208
2251,9977.796921204472
2252,9977.499334739836
2253,9977.51003725154
2254,9976.21342372205
2255,9976.392526746185
2256,9977.039546864567
2257,9976.490505273654
2258,9976.794178113765
2259,9977.206313031778
2260,9977.133029071987
2261,9977.719979571475
2262,9977.68888915467
2263,9978.07257664561
2264,9977.398515287623
2265,9975.600546740805
2266,9974.548222392568
2267,9974.26206239747
2268,9972.963545750485
2269,9974.99359284823
2270,9974.219497424492
2271,9974.250814927127
2272,9975.886467575108
2273,9976.159268971307
2274,9975.133451965608
2275,9975.24276489637
2276,9975.534421899938
2277,9975.792020480822
2278,9976.056514411484
2279,9975.980518100338
2280,9975.774981865181
2281,9975.808881809577
2282,9976.99305534416
2283,9976.805694879205
2284,9976.230674896375
2285,9977.144520856662
2286,9975.238615029402
2287,9976.426385544979
2288,9975.967335194317
2289,9975.205706081566
2290,9974.540201514137
2291,9974.381886363793
2292,9975.363527353004
2293,9974.393098809305
2294,9974.345381186207
2295,9974.772271687774
2296,9975.239780073221
2297,9974.673259364612
2298,9974.822002486917
2299,9974.632642247932
2300,9974.586716407634
2301,9974.632199024163
2302,9974.758892931752
2303,9974.29138366801
2304,9975.264631582806
2305,9975.066640954929
2306,9975.02528539939
2307,9975.121879719694
2308,9975.220607414662
2309,9975.632512359745
2310,9975.986770834163
2311,9975.752597502138
2312,9975.325960749124
2313,9973.455074252057
2314,9973.768037274467
2315,9973.937111175972
2316,9973.023467715653
2317,9972.179176516847
2318,9972.975362008865
2319,9973.346878627404
2320,9973.909638098077
2321,9973.263858317985
2322,9973.139803699296
2323,9972.80913259768
2324,9972.95171364094
2325,9972.820115044855
2326,9972.70155637229
2327,9972.62991352296
2328,9971.489928964447
2329,9972.177948391485
2330,9971.429210529941
2331,9971.722568240648
2332,9971.643049096605
2333,9971.622543537587
2334,9970.225506770834
2335,9970.036461080887
2336,9971.060186185587
2337,9971.406427803247
2338,9971.658764260294
2339,9972.353122024557
2340,9972.823975333109
2341,9972.559513481307
2342,9971.724664565265
2343,9972.792459194638
2344,9972.980884337376
2345,9972.880839012198
2346,9973.02907983167
2347,9973.965771094023
2348,9974.307894765281
2349,9974.444344838132
2350,9974.549686579458
2351,9974.198666126405
2352,9974.28467177625
2353,9973.642255450402
2354,9973.672523422758
2355,9973.64725705508
2356,9973.161191010051
2357,9973.767910708042
2358,9972.362184368078
2359,9975.975516007162
2360,9975.390567782366
2361,9976.300740329823
2362,9975.448117335412
2363,9975.36757624285
2364,9973.587787297241
2365,9974.087849231057
2366,9972.988313799167
2367,9973.716103446448
2368,9973.73472959624
2369,9973.241646075783
2370,9973.353233587657
2371,9973.573015119104
2372,9973.365369991632
2373,9973.34314926828
2374,9973.609994842018
2375,9973.971810135838
2376,9973.620233019079
2377,9972.327998729674
2378,9971.766022126621
2379,9972.273132148128
2380,9972.496913771316
2381,9972.304201764433
2382,9972.481640814593
2383,9969.166436610918
2384,9970.231176983652
2385,9969.992329083529
2386,9969.245392293999
2387,9968.362696823457
2388,9968.38479284362
2389,9968.738538487734
2390,9968.562752085947
2391,9967.887455327927
2392,9967.917279791802
2393,9966.970249492222
2394,9968.148084606388
2395,9968.578509447105
2396,9968.072522698409
2397,9968.528367050743
2398,9968.62763291244
2399,9968.90046998839
2400,9968.74257259426
2401,9968.04984318232
2402,9968.68843744152
2403,9968.542471660676
2404,9968.889381123601
2405,9968.777274807497
2406,9969.413633752758
2407,9969.729827270025
2408,9970.731291650629
2409,9970.087613311995
2410,9969.571831029354
2411,9969.15948755876
2412,9969.969134612853
2413,9970.23754776959
2414,9969.828012984915
2415,9970.111769007117
2416,9970.337901905274
2417,9970.768056859017
2418,9969.969785769686
2419,9969.779038219758
2420,9969.484633903483
2421,9969.655203178952
2422,9969.601947755364
2423,9969.631001704325
2424,9969.3538483609
2425,9968.863994256659
2426,9968.740312466718
2427,9968.80127740301
2428,9968.80002714126
2429,9968.576153660639
2430,9968.337086047528
2431,9967.48661585882
2432,9969.952000010802
2433,9969.124192324272
2434,9968.783291334088
2435,9966.115081809638
2436,9966.637448039974
2437,9964.961123541334
2438,9965.199677557392
2439,9965.883867704151
2440,9965.605677068386
2441,9965.535745306865
2442,9966.101370084138
2443,9965.57098287427
2444,9965.003419233657
2445,9967.392968714888
2446,9967.433146433032
2447,9967.389369895503
2448,9967.983857288806
2449,9968.4952333116
2450,9968.591566453972
2451,9969.143497873347
2452,9969.680635047303
2453,9969.817194291141
2454,9968.598369372621
2455,9967.841187648859
2456,9966.701317763476
2457,9966.106919840246
2458,9965.40269256333
2459,9964.287423201535
2460,9962.208050481928
2461,9962.689327216187
2462,9962.98922820885
2463,9963.443941203948
2464,9963.476295348832
2465,9963.385592229353
2466,9963.405051882059
2467,9963.320543219703
2468,9963.184982430164
2469,9963.163199793667
2470,9963.313687488697
2471,9963.285618393731
2472,9963.335583074113
2473,9962.949232798606
2474,9963.115257429705
2475,9963.411112651538
2476,9963.449638779142
2477,9963.558197947032
2478,9961.27882835129
2479,9959.538135261078
2480,9957.94006567344
2481,9957.91341366611
2482,9958.491743805549
2483,9958.708629884293
2484,9960.09083972025
2485,9960.261567078629
2486,9959.34307366553
2487,9958.46528346743
2488,9958.148426893626
2489,9957.41175295676
2490,9957.25038982486
2491,9957.526375633099
2492,9957.731312953512
2493,9958.013641095766
2494,9957.804359573034
2495,9957.585239839202
2496,9957.362578494429
2497,9957.673473266083
2498,9956.833894436664
2499,9957.296111037676
2500,9957.77297910399
2501,9958.740642595996
2502,9960.287142637791
2503,9961.765189905227
2504,9962.303566914128
2505,9962.584694140749
2506,9963.405092830113
2507,9964.000280920873
2508,9963.21971709315
2509,9962.653786891578
2510,9962.309275828104
2511,9965.714614362352
2512,9965.707426414572
2513,9964.932120715575
2514,9965.039951063854
2515,9965.562345927468
2516,9965.789015017277
2517,9965.942785766216
2518,9965.764075411762
2519,9965.742540582212
2520,9965.628109079456
2521,9965.05698712582
2522,9965.308243012238
2523,9965.85210281103
2524,9965.75424007651
2525,9966.815147448395
2526,9966.988487034605
2527,9968.722815016317
2528,9969.226766843949
2529,9968.117528642082
2530,9966.5541305203
2531,9968.345052561013
2532,9966.109625144749
2533,9964.574933142445
2534,9965.996867182792
2535,9965.898102700405
2536,9966.019202792717
2537,9966.501292134242
2538,9966.998563739582
2539,9967.261128305814
2540,9967.462694629272
2541,9967.343748998057
2542,9968.16216283717
2543,9967.355112648496
2544,9967.454784630923
2545,9967.346211211241
2546,9966.870904711328
2547,9966.699586002936
2548,9966.437978285512
2549,9966.25642720664
2550,9966.880651443927
2551,9966.794434127849
2552,9966.679781290983
2553,9968.175794296963
2554,9968.466649080892
2555,9966.151326896577
2556,9965.135632309537
2557,9966.001441775978
2558,9965.496280200785
2559,9966.401034909532
2560,9965.596836318564
2561,9965.09608906008
2562,9965.453629587546
2563,9964.953470738517
2564,9965.241207926669
2565,9965.446932561634
2566,9965.389117437015
2567,9965.711515815374
2568,9966.249761630268
2569,9967.1163164142
2570,9966.964373331124
2571,9967.479757756315
2572,9967.257262111183
2573,9967.194809677614
2574,9966.73638832805
2575,9967.538136290046
2576,9968.39559459278
2577,9969.660848285957
2578,9969.121567550297
2579,9970.103315601467
2580,9968.72047123213
2581,9968.793959020073
2582,9967.536191859797
2583,9967.388198254748
2584,9966.744328731691
2585,9967.578022330754
2586,9967.568381114192
2587,9967.431217475852
2588,9967.567354100041
2589,9967.445343668558
2590,9967.608132985824
2591,9967.658859169705
2592,9967.225334244944
2593,9967.254264675408
2594,9967.000202378647
2595,9967.022772074417
2596,9966.77313931052
2597,9967.053211174709
2598,9967.924924558785
2599,9967.353557451754
2600,9967.964378001163
2601,9967.817920285317
2602,9966.256344883674
2603,9966.536102486238
2604,9965.44792889402
2605,9965.504578773667
2606,9965.517442546457
2607,9965.797010084274
2608,9968.570911616582
2609,9969.478971546223
2610,9968.401914628477
2611,9968.368027353852
2612,9968.62856600207
2613,9968.610583022448
2614,9968.806745730177
2615,9969.183367528547
2616,9969.075784860861
2617,9969.204425466194
2618,9968.968326146727
2619,9969.187649883472
2620,9968.465511202103
2621,9968.920342784397
2622,9968.901261039453
2623,9971.307318655776
2624,9970.150601035819
2625,9971.923968377721
2626,9971.710022270348
2627,9971.909016923193
2628,9971.586566366725
2629,9973.015429135912
2630,9972.542364162675
2631,9972.321461878926
2632,9972.276840567054
