Time,Open,High,Low,Close,volume,SMA_S,SMA_C,SMA_L,up_sma1,up_sma2,down_sma1,down_sma2,flat_sma1,flat_sma2,Ren_Value,Blue,Red,Increase,Yellow,Blue/Yellow,Red/Yellow,Frac_Value,Flag,EndTime_fr,HI_Value,BearWarning,BullWarning,OBV,VWAP,peak,crust,atr,buy_Frac,sell_Frac,neg_buy_Frac,neg_sell_Frac,hi_up,hi_down,returns,t_dir
2010-07-15 00:00:00+00:00,1.27141,1.29542,1.27125,1.29185,53782.0,1.406025,1.3622375,1.4217166666666667,0,0,0,1,0,1,1.29185,0,1,1,0,0,0,1.421775,0.0,2010-07-15 00:00:00+00:00,1.29542,False,True,-53782.0,1.29185,0,0,0.021391071428571422,0,0,0,0,0,0,-0.10343312628554245,0
2010-07-16 00:00:00+00:00,1.29182,1.30065,1.28893,1.2934,48255.0,1.37723,1.2926250000000001,1.40996875,0,0,0,1,0,1,1.29542,0,1,1,0,0,0,1.421775,0.0,2010-07-16 00:00:00+00:00,1.30065,False,False,-5527.0,1.2925830208649804,0,0,0.02162107142857144,0,0,0,0,0,0,0.0011991104811717238,1
2010-07-18 00:00:00+00:00,1.2922,1.2922,1.28852,1.28911,3251.0,1.348222,1.291255,1.3979716666666666,0,0,0,1,0,1,1.28911,0,1,1,0,0,0,1.27125,2.0,2010-07-18 00:00:00+00:00,1.2922,False,False,-8778.0,1.2924757836600562,0,0,0.0203482142857143,0,0,1,0,0,0,-0.0033223522434322277,0
2010-07-19 00:00:00+00:00,1.28908,1.29918,1.28701,1.29389,39261.0,1.320175,1.2915,1.3867562500000001,0,0,0,1,0,1,1.28911,0,1,1,0,0,0,1.27125,0.0,2010-07-19 00:00:00+00:00,1.29918,False,False,30483.0,1.2928598994112723,0,0,0.020144285714285726,0,0,0,0,0,0,0.0037011269504487643,1
2010-07-20 00:00:00+00:00,1.29386,1.3028,1.28385,1.29047,44142.0,1.291744,1.29218,1.3755120833333334,0,0,1,0,0,1,1.28911,0,1,1,0,0,0,1.27125,0.0,2010-07-20 00:00:00+00:00,1.29918,True,False,-13659.0,1.2923008110614709,0,0,0.021190714285714302,0,0,0,0,0,1,-0.0026466916346159276,0
2010-07-21 00:00:00+00:00,1.2905,1.29126,1.27322,1.27594,50691.0,1.2885620000000002,1.2832050000000002,1.36237375,0,0,0,1,0,1,1.27594,0,1,1,1,0,1,1.27125,0.0,2010-07-21 00:00:00+00:00,1.29126,False,False,-64350.0,1.2888362820930563,0,1,0.021713214285714315,0,0,0,0,0,0,-0.011323331229297599,0
2010-07-22 00:00:00+00:00,1.27597,1.29245,1.27369,1.2911,50341.0,1.2881019999999999,1.28352,1.35013625,0,0,0,1,0,1,1.2911,1,0,0,1,1,0,1.27125,0.0,2010-07-22 00:00:00+00:00,1.29245,False,False,-14009.0,1.289229615805442,0,0,0.02223535714285718,0,0,0,0,0,0,0.011811406325077626,1
2010-07-23 00:00:00+00:00,1.29112,1.29647,1.27931,1.28981,58343.0,1.2882419999999999,1.290455,1.3378204166666665,0,0,1,0,0,1,1.29245,1,0,0,0,0,0,1.27125,0.0,2010-07-23 00:00:00+00:00,1.29245,True,False,-72352.0,1.2893269000994065,0,0,0.02251821428571434,0,0,0,0,0,1,-0.0009996474944296988,0
2010-07-25 00:00:00+00:00,1.28975,1.29268,1.28526,1.29225,3351.0,1.287914,1.29103,1.3257266666666667,0,0,1,0,0,1,1.29245,1,0,0,0,0,0,1.27125,0.0,2010-07-25 00:00:00+00:00,1.29268,False,True,-69001.0,1.2893547738441795,0,0,0.02242678571428577,0,0,0,0,0,0,0.0018899643899055224,1
2010-07-26 00:00:00+00:00,1.29227,1.30049,1.28891,1.29816,45336.0,1.289452,1.295205,1.3143941666666665,0,0,1,0,0,1,1.29816,1,0,0,0,0,0,1.27125,0.0,2010-07-26 00:00:00+00:00,1.30049,False,False,-23665.0,1.290360925613669,0,0,0.02305571428571434,0,0,0,0,0,0,0.0045629921551326395,1
2010-07-27 00:00:00+00:00,1.29813,1.30457,1.29519,1.29878,51773.0,1.29402,1.29847,1.3031154166666667,0,0,1,0,0,1,1.29816,1,0,0,0,0,0,1.27125,0.0,2010-07-27 00:00:00+00:00,1.30049,False,False,28108.0,1.291332732684393,0,0,0.023300714285714324,0,0,0,0,0,0,0.0004774850491576584,1
2010-07-28 00:00:00+00:00,1.29876,1.30416,1.29652,1.29994,48897.0,1.2957880000000002,1.29936,1.2920583333333333,1,0,0,0,1,0,1.29816,1,0,0,0,0,0,1.27125,0.0,2010-07-28 00:00:00+00:00,1.30049,False,False,77005.0,1.2921788325831336,0,0,0.022941071428571474,0,0,0,0,0,0,0.0008927472579140712,1
2010-07-29 00:00:00+00:00,1.29998,1.3106,1.29774,1.30658,46518.0,1.2991420000000002,1.30326,1.2932858333333332,1,0,0,0,1,0,1.30658,1,0,0,1,1,0,1.27125,0.0,2010-07-29 00:00:00+00:00,1.30049,False,False,123523.0,1.2934104248071023,0,0,0.02323642857142862,0,0,0,0,0,0,0.005094926847731915,1
2010-07-30 00:00:00+00:00,1.30656,1.30932,1.29805,1.30466,47990.0,1.301624,1.30562,1.2942241666666667,1,0,0,0,1,0,1.30658,1,0,0,0,0,0,1.27125,0.0,2010-07-30 00:00:00+00:00,1.30049,True,False,75533.0,1.2943224688012624,0,0,0.023086071428571473,0,0,0,0,0,0,-0.0014705659732621099,0
2010-08-01 00:00:00+00:00,1.30451,1.30628,1.30442,1.3057,1139.0,1.3031320000000002,1.30518,1.2956066666666666,1,0,0,0,1,0,1.30658,1,0,0,0,0,0,1.3106,1.0,2010-08-01 00:00:00+00:00,1.30628,False,True,76672.0,1.2943443195238338,0,0,0.011692142857142913,1,0,0,0,1,0,0.0007968250011703397,1
2010-08-02 00:00:00+00:00,1.30568,1.31943,1.30532,1.31717,39808.0,1.30681,1.311435,1.2975466666666666,1,0,0,0,1,0,1.31717,1,0,0,1,1,0,1.3106,0.0,2010-08-02 00:00:00+00:00,1.31943,False,False,116480.0,1.295780053880843,0,0,0.01186285714285719,0,0,0,0,0,0,0.008746200244275366,1
2010-08-03 00:00:00+00:00,1.31715,1.32614,1.3147,1.32202,39642.0,1.311226,1.319595,1.3001758333333335,1,0,0,0,1,0,1.31717,1,0,0,0,0,0,1.3106,0.0,2010-08-03 00:00:00+00:00,1.31943,False,False,156122.0,1.29732677954559,0,0,0.012331428571428629,0,0,0,0,0,0,0.0036753742319680263,1
2010-08-04 00:00:00+00:00,1.32204,1.32394,1.31313,1.31545,39027.0,1.313,1.318735,1.3034683333333332,1,0,0,0,1,0,1.31717,1,0,0,0,0,0,1.3106,0.0,2010-08-04 00:00:00+00:00,1.32394,False,False,117095.0,1.2983208037276528,0,0,0.012234285714285769,0,0,0,0,0,0,-0.00498205749406471,0
2010-08-05 00:00:00+00:00,1.31547,1.32351,1.31191,1.3179,39609.0,1.315648,1.316675,1.3057016666666668,1,0,0,0,1,0,1.31717,1,0,0,0,0,0,1.32614,1.0,2010-08-05 00:00:00+00:00,1.32394,False,True,156704.0,1.2993532289298098,0,0,0.011709285714285771,1,0,0,0,1,0,0.0018607482536719736,1
2010-08-06 00:00:00+00:00,1.31792,1.33346,1.31575,1.3275,38014.0,1.320008,1.3227,1.3088425,1,0,0,0,1,0,1.3275,1,0,0,1,1,0,1.32614,0.0,2010-08-06 00:00:00+00:00,1.33346,False,False,194718.0,1.3007090475182788,0,0,0.011685714285714346,0,0,0,0,0,0,0.0072579134662501535,1
2010-08-08 00:00:00+00:00,1.32773,1.32936,1.32745,1.32829,1594.0,1.322232,1.3278949999999998,1.3118458333333334,1,0,0,0,1,0,1.3275,1,0,0,0,0,0,1.32614,0.0,2010-08-08 00:00:00+00:00,1.33346,False,False,196312.0,1.300764644432473,1,0,0.010482142857142916,0,0,0,0,0,0,0.0005949265742403265,1
2010-08-09 00:00:00+00:00,1.32826,1.33071,1.32114,1.32152,27766.0,1.322132,1.324905,1.3137925000000001,1,0,0,0,1,0,1.32152,0,1,1,1,0,1,1.33346,1.0,2010-08-09 00:00:00+00:00,1.33071,False,False,168546.0,1.3014687031752046,0,0,0.00994000000000006,1,0,0,0,0,0,-0.005109811443448967,0
2010-08-10 00:00:00+00:00,1.32155,1.32275,1.30739,1.31549,48693.0,1.3221399999999999,1.318505,1.315185,0,1,0,0,1,0,1.31549,0,1,1,0,0,0,1.33346,0.0,2010-08-10 00:00:00+00:00,1.33071,False,False,119853.0,1.302255973584649,0,0,0.010507142857142921,0,0,0,0,0,0,-0.004573369467798602,0
2010-08-11 00:00:00+00:00,1.31552,1.31599,1.28298,1.28494,57968.0,1.3155480000000002,1.3002150000000001,1.313935,0,1,0,0,0,0,1.28494,0,1,1,1,0,1,1.33346,0.0,2010-08-11 00:00:00+00:00,1.33071,False,False,61885.0,1.3011710383045234,0,0,0.012037857142857211,0,0,0,0,0,0,-0.023497195146904137,0
2010-08-12 00:00:00+00:00,1.28496,1.29322,1.278,1.28427,55034.0,1.3069019999999998,1.284605,1.3120758333333333,0,0,0,1,0,1,1.28494,0,1,1,0,0,0,1.33346,0.0,2010-08-12 00:00:00+00:00,1.33071,False,False,6851.0,1.3002221421408353,0,0,0.012455000000000074,0,0,0,0,0,0,-0.0005215611142631673,0
2010-08-13 00:00:00+00:00,1.28425,1.29054,1.27454,1.27485,46044.0,1.2962140000000002,1.27956,1.3095916666666667,0,0,0,1,0,1,1.27485,0,1,1,1,0,1,1.33346,0.0,2010-08-13 00:00:00+00:00,1.33071,False,False,-39193.0,1.2990838100731879,0,1,0.013052142857142925,0,0,0,0,0,0,-0.0073619389051744165,0
2010-08-15 00:00:00+00:00,1.27465,1.27736,1.27465,1.27565,1949.0,1.28704,1.27525,1.3070875,0,0,0,1,0,1,1.27485,0,1,1,0,0,0,1.33346,0.0,2010-08-15 00:00:00+00:00,1.33071,False,True,-37244.0,1.299039390994906,0,0,0.012327142857142917,0,0,0,0,0,0,0.0006273279954800218,1
2010-08-16 00:00:00+00:00,1.27562,1.28707,1.27337,1.28137,45069.0,1.2802159999999998,1.2785099999999998,1.3041041666666666,0,0,0,1,0,1,1.28137,1,0,0,1,1,0,1.33346,0.0,2010-08-16 00:00:00+00:00,1.28707,False,False,7825.0,1.298297425628001,0,0,0.01250071428571434,0,0,0,0,0,0,0.004473965429391755,1
2010-08-17 00:00:00+00:00,1.28135,1.29152,1.28043,1.287,48400.0,1.2806279999999999,1.284185,1.3011858333333333,0,0,1,0,0,1,1.28707,1,0,0,0,0,0,1.33346,0.0,2010-08-17 00:00:00+00:00,1.28707,False,False,56225.0,1.297809949709679,1,0,0.013160000000000045,0,0,0,0,0,0,0.004384110558509917,1
2010-08-18 00:00:00+00:00,1.28698,1.29218,1.2791,1.27956,47254.0,1.2796859999999999,1.28328,1.298195,0,0,1,0,0,1,1.27956,0,1,1,0,0,0,1.27337,2.0,2010-08-18 00:00:00+00:00,1.28707,True,False,8971.0,1.297072202360941,0,0,0.013086428571428626,0,0,1,0,0,1,-0.0057976597780380525,0
2010-08-19 00:00:00+00:00,1.27959,1.29018,1.27721,1.28076,59349.0,1.280868,1.28016,1.2951,0,0,0,1,0,1,1.28076,0,1,1,0,0,0,1.27337,0.0,2010-08-19 00:00:00+00:00,1.29018,False,True,68320.0,1.296284022942465,0,0,0.013195714285714342,0,0,0,0,0,0,0.0009373828957853212,1
2010-08-20 00:00:00+00:00,1.28074,1.28327,1.2663,1.27043,46133.0,1.279824,1.275595,1.2903441666666666,0,0,0,1,0,1,1.27043,0,1,1,1,0,1,1.27337,0.0,2010-08-20 00:00:00+00:00,1.29018,False,False,22187.0,1.2953481298830924,0,0,0.013635714285714338,0,0,0,0,0,0,-0.00809822589025125,0
