Time,Open,High,Low,Close,Volume,average,barCount,spread,SMA_S,SMA_C,SMA_L,up_sma1,up_sma2,down_sma1,down_sma2,flat_sma1,flat_sma2,Ren_Value,Blue,Red,Increase,Yellow,Blue/Yellow,Red/Yellow,Frac_Value,Flag,EndTime_fr,HI_Value,BearWarning,BullWarning,peak,crust,atr,buy_Frac,sell_Frac,neg_buy_Frac,neg_sell_Frac,hi_up,hi_down,returns,t_dir
2025-12-23 20:00:00-05:00,1.1799,1.18064,1.179685,1.18052,-1.0,-1.0,-1,0.0001,1.17977,1.18021,1.1786766666666666,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.1764,0.0,2025-12-23 20:00:00-05:00,1.17832,False,False,1,0,0.000995714285714322,0,0,0,0,0,0,0.0005253302499205562,1
2025-12-23 21:00:00-05:00,1.18052,1.180795,1.17982,1.17984,-1.0,-1.0,-1,0.0001,1.179843,1.18018,1.1789191666666667,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.1764,0.0,2025-12-23 21:00:00-05:00,1.17832,True,False,0,0,0.0009717857142857524,0,0,0,0,0,0,-0.0005761833100142077,0
2025-12-23 22:00:00-05:00,1.17984,1.17985,1.1787,1.17876,-1.0,-1.0,-1,0.0001,1.179699,1.1793,1.1790304166666667,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.1764,0.0,2025-12-23 22:00:00-05:00,1.17985,False,False,0,1,0.0009128571428571755,0,0,0,0,0,0,-0.0009157975710011825,0
2025-12-23 23:00:00-05:00,1.17876,1.17934,1.1786,1.17912,-1.0,-1.0,-1,0.0001,1.1796280000000001,1.1789399999999999,1.17916,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.180795,1.0,2025-12-23 23:00:00-05:00,1.17985,False,True,0,0,0.0008867857142857348,1,0,0,0,1,0,0.00030535905372390185,1
2025-12-24 00:00:00-05:00,1.17912,1.180215,1.179075,1.17991,-1.0,-1.0,-1,0.0001,1.17963,1.1795149999999999,1.1793954166666667,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.180795,0.0,2025-12-24 00:00:00-05:00,1.180215,False,False,0,0,0.0008600000000000037,0,0,0,0,0,0,0.0006697668359725839,1
2025-12-24 01:00:00-05:00,1.17991,1.180405,1.17978,1.179985,-1.0,-1.0,-1,0.0001,1.179523,1.1799475,1.17953625,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.180795,0.0,2025-12-24 01:00:00-05:00,1.180215,False,False,0,0,0.0008535714285714217,0,0,0,0,0,0,6.356215003226322e-05,1
2025-12-24 02:00:00-05:00,1.179985,1.180185,1.178645,1.178905,-1.0,-1.0,-1,0.0001,1.179336,1.179445,1.1795270833333333,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.180795,0.0,2025-12-24 02:00:00-05:00,1.180185,False,False,0,0,0.0008939285714285752,0,0,0,0,0,0,-0.0009156849835838283,0
2025-12-24 03:00:00-05:00,1.178905,1.17995,1.177975,1.17994,-1.0,-1.0,-1,0.0001,1.1795719999999998,1.1794225,1.1796091666666666,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.180795,0.0,2025-12-24 03:00:00-05:00,1.180185,False,True,0,0,0.0009382142857142942,0,0,0,0,0,0,0.0008775481783841107,1
2025-12-24 04:00:00-05:00,1.17994,1.18009,1.179455,1.179975,-1.0,-1.0,-1,0.0001,1.179743,1.1799575,1.1796508333333333,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.180795,0.0,2025-12-24 04:00:00-05:00,1.18009,False,False,0,0,0.00091642857142858,0,0,0,0,0,0,2.9662085289190598e-05,1
2025-12-24 05:00:00-05:00,1.179975,1.180005,1.17908,1.17964,-1.0,-1.0,-1,0.0001,1.1796890000000002,1.1798075,1.1796641666666667,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.177975,2.0,2025-12-24 05:00:00-05:00,1.180005,False,False,0,0,0.0009350000000000033,0,0,0,1,0,0,-0.0002839446284676042,0
2025-12-24 06:00:00-05:00,1.17964,1.179855,1.179115,1.17929,-1.0,-1.0,-1,0.0001,1.17955,1.179465,1.17964875,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 06:00:00-05:00,1.180005,False,False,0,0,0.000926428571428582,0,0,0,0,0,0,-0.0002967447127031272,0
2025-12-24 07:00:00-05:00,1.17929,1.17932,1.1784,1.17842,-1.0,-1.0,-1,0.0001,1.179453,1.178855,1.1795254166666667,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 07:00:00-05:00,1.180005,False,False,0,0,0.0009703571428571557,0,0,0,0,0,0,-0.0007380042833826795,0
2025-12-24 08:00:00-05:00,1.17842,1.17911,1.178395,1.17854,-1.0,-1.0,-1,0.0001,1.179173,1.17848,1.1793604166666667,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 08:00:00-05:00,1.180005,False,True,0,0,0.0009942857142857253,0,0,0,0,0,0,0.00010182608114156359,1
2025-12-24 09:00:00-05:00,1.17854,1.178695,1.177735,1.178065,-1.0,-1.0,-1,0.0001,1.178791,1.1783025,1.1792125,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 09:00:00-05:00,1.180005,False,False,0,0,0.0009996428571428715,0,0,0,0,0,0,-0.0004031222936662177,0
2025-12-24 10:00:00-05:00,1.178065,1.17824,1.177535,1.177815,-1.0,-1.0,-1,0.0001,1.178426,1.17794,1.1791337499999999,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 10:00:00-05:00,1.180005,False,False,0,0,0.0009817857142857386,0,0,0,0,0,0,-0.00021223491938320897,0
2025-12-24 11:00:00-05:00,1.177815,1.178095,1.177305,1.17794,-1.0,-1.0,-1,0.0001,1.178156,1.1778775000000001,1.1790354166666666,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 11:00:00-05:00,1.180005,False,True,0,0,0.0009685714285714456,0,0,0,0,0,0,0.00010612309014914394,1
2025-12-24 12:00:00-05:00,1.17794,1.178315,1.177275,1.17767,-1.0,-1.0,-1,0.0001,1.1780059999999999,1.177805,1.17884875,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 12:00:00-05:00,1.180005,False,False,0,1,0.0009607142857142989,0,0,0,0,0,0,-0.00022923998555143374,0
2025-12-24 13:00:00-05:00,1.17767,1.177985,1.17743,1.177885,-1.0,-1.0,-1,0.0001,1.1778749999999998,1.1777775,1.17867375,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.177975,0.0,2025-12-24 13:00:00-05:00,1.180005,False,True,0,0,0.0009475000000000218,0,0,0,0,0,0,0.00018254721337190825,1
2025-12-24 14:00:00-05:00,1.177885,1.17823,1.17787,1.17819,-1.0,-1.0,-1,0.0001,1.1779,1.1780375,1.1786141666666665,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.177275,2.0,2025-12-24 14:00:00-05:00,1.17823,False,False,0,0,0.0008917857142857517,0,0,1,0,0,0,0.0002589051721220853,1
2025-12-24 15:00:00-05:00,1.17819,1.178195,1.178175,1.178195,-1.0,-1.0,-1,0.0001,1.177976,1.1781925000000002,1.17846875,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-24 15:00:00-05:00,1.17823,False,False,0,0,0.0008485714285714842,0,0,0,0,0,0,4.243788684823013e-06,1
2025-12-24 16:00:00-05:00,1.178195,1.178195,1.178195,1.178195,-1.0,-1.0,-1,0.0001,1.1780270000000002,1.178195,1.1783204166666668,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-24 16:00:00-05:00,1.17823,False,False,0,0,0.0007385714285714773,0,0,0,0,0,0,0.0,0
2025-12-25 19:00:00-05:00,1.178405,1.17921,1.177675,1.17861,-1.0,-1.0,-1,0.0001,1.1782150000000002,1.1784025,1.1782345833333332,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-25 19:00:00-05:00,1.17823,False,False,0,0,0.0007071428571429061,0,0,0,0,0,0,0.0003521716937030508,1
2025-12-25 20:00:00-05:00,1.17861,1.17918,1.1783,1.178735,-1.0,-1.0,-1,0.0001,1.178385,1.1786725,1.1781883333333334,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-25 20:00:00-05:00,1.17823,False,False,0,0,0.0007246428571428939,0,0,0,0,0,0,0.0001060515114395872,1
2025-12-25 21:00:00-05:00,1.178735,1.179375,1.17837,1.179215,-1.0,-1.0,-1,0.0001,1.17859,1.1789749999999999,1.1782545833333333,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-25 21:00:00-05:00,1.17823,False,False,1,0,0.0007303571428571853,0,0,0,0,0,0,0.0004071333205795045,1
2025-12-25 22:00:00-05:00,1.179215,1.179265,1.178335,1.17843,-1.0,-1.0,-1,0.0001,1.1786370000000002,1.1788224999999999,1.1782454166666667,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.177275,0.0,2025-12-25 22:00:00-05:00,1.179265,False,False,0,0,0.0007439285714286077,0,0,0,0,0,0,-0.0006659187697966984,0
2025-12-25 23:00:00-05:00,1.17843,1.178715,1.178005,1.17833,-1.0,-1.0,-1,0.0001,1.178664,1.1783800000000002,1.1782675,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.179375,1.0,2025-12-25 23:00:00-05:00,1.179265,False,False,0,0,0.0007289285714286045,1,0,0,0,0,0,-8.486226858911405e-05,0
2025-12-26 00:00:00-05:00,1.17833,1.178725,1.17802,1.178615,-1.0,-1.0,-1,0.0001,1.178665,1.1784725,1.1783341666666667,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.179375,0.0,2025-12-26 00:00:00-05:00,1.178725,False,False,0,0,0.0007282142857143141,0,0,0,0,0,0,0.00024183848277241674,1
2025-12-26 01:00:00-05:00,1.178615,1.17879,1.17716,1.177655,-1.0,-1.0,-1,0.0001,1.178449,1.178135,1.1783104166666667,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.179375,0.0,2025-12-26 01:00:00-05:00,1.17879,False,False,0,0,0.0007760714285714533,0,0,0,0,0,0,-0.0008148472400176258,0
2025-12-26 02:00:00-05:00,1.177655,1.17779,1.17701,1.1773,-1.0,-1.0,-1,0.0001,1.178066,1.1774775,1.1782795833333333,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.179375,0.0,2025-12-26 02:00:00-05:00,1.17879,False,False,0,0,0.0007814285714285996,0,0,0,0,0,0,-0.00030149196285192246,0
2025-12-26 03:00:00-05:00,1.1773,1.177765,1.17665,1.17769,-1.0,-1.0,-1,0.0001,1.1779179999999998,1.177495,1.1782633333333334,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.179375,0.0,2025-12-26 03:00:00-05:00,1.17879,False,True,0,0,0.0008046428571428946,0,0,0,0,0,0,0.0003312116005291606,1
2025-12-26 04:00:00-05:00,1.17769,1.177785,1.17684,1.17702,-1.0,-1.0,-1,0.0001,1.177656,1.177355,1.1781658333333334,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.179375,0.0,2025-12-26 04:00:00-05:00,1.17879,False,False,0,1,0.0007978571428571835,0,0,0,0,0,0,-0.0005690722153310863,0
2025-12-26 05:00:00-05:00,1.17702,1.17797,1.1769,1.17731,-1.0,-1.0,-1,0.0001,1.177395,1.177165,1.1780920833333333,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.17665,2.0,2025-12-26 05:00:00-05:00,1.17879,False,True,0,0,0.000834642857142885,0,0,1,0,0,0,0.0002463545904497514,1
2025-12-26 06:00:00-05:00,1.17731,1.178245,1.17731,1.17774,-1.0,-1.0,-1,0.0001,1.177412,1.1775250000000002,1.1780541666666666,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.17665,0.0,2025-12-26 06:00:00-05:00,1.178245,False,False,0,0,0.0008757142857142971,0,0,0,0,0,0,0.0003651727180131046,1
2025-12-26 07:00:00-05:00,1.17774,1.178245,1.177275,1.17816,-1.0,-1.0,-1,0.0001,1.177584,1.17795,1.1780166666666667,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.17665,0.0,2025-12-26 07:00:00-05:00,1.178245,False,False,0,0,0.0009435714285714246,0,0,0,0,0,0,0.0003565516400947262,1
2025-12-26 08:00:00-05:00,1.17816,1.179685,1.17816,1.17914,-1.0,-1.0,-1,0.0001,1.177874,1.1786500000000002,1.1780504166666665,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.17665,0.0,2025-12-26 08:00:00-05:00,1.178245,False,False,1,0,0.001052499999999996,0,0,0,0,0,0,0.0008314597687679264,1
2025-12-26 09:00:00-05:00,1.17914,1.17945,1.17811,1.17838,-1.0,-1.0,-1,0.0001,1.1781460000000001,1.17876,1.1779808333333335,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17665,0.0,2025-12-26 09:00:00-05:00,1.178245,True,False,0,0,0.0010385714285714284,0,0,0,0,0,0,-0.0006447453479313417,0
2025-12-26 10:00:00-05:00,1.17838,1.179255,1.17715,1.17772,-1.0,-1.0,-1,0.0001,1.178228,1.17805,1.1779216666666665,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.179685,1.0,2025-12-26 10:00:00-05:00,1.179255,False,False,0,0,0.0011260714285714307,1,0,0,0,0,0,-0.0005602478818922361,0
2025-12-26 11:00:00-05:00,1.17772,1.177965,1.176225,1.17652,-1.0,-1.0,-1,0.0001,1.177984,1.17712,1.1777708333333334,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.179685,0.0,2025-12-26 11:00:00-05:00,1.179255,False,False,0,1,0.0011785714285714097,0,0,0,0,0,0,-0.001019437358914409,0
2025-12-26 12:00:00-05:00,1.17652,1.17704,1.176145,1.177015,-1.0,-1.0,-1,0.0001,1.177755,1.1767675,1.1776375000000001,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.179685,0.0,2025-12-26 12:00:00-05:00,1.179255,False,True,0,0,0.0011760714285714094,0,0,0,0,1,0,0.0004206438462131443,1
2025-12-26 13:00:00-05:00,1.177015,1.177375,1.176915,1.177185,-1.0,-1.0,-1,0.0001,1.177364,1.1770999999999998,1.1775983333333333,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.179685,0.0,2025-12-26 13:00:00-05:00,1.177375,False,False,0,0,0.0011582142857142763,0,0,0,0,0,0,0.00014442273408847575,1
2025-12-26 14:00:00-05:00,1.177185,1.17766,1.176915,1.17766,-1.0,-1.0,-1,0.0001,1.17722,1.1774225,1.1776283333333333,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.176145,2.0,2025-12-26 14:00:00-05:00,1.177375,False,False,0,0,0.0011610714285714221,0,0,1,0,0,0,0.00040342358536739337,1
2025-12-26 15:00:00-05:00,1.17766,1.17817,1.17724,1.17751,-1.0,-1.0,-1,0.0001,1.177178,1.177585,1.1776133333333332,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-26 15:00:00-05:00,1.177375,True,False,0,0,0.0011110714285714116,0,0,0,0,0,1,-0.00012737934009237513,0
2025-12-26 16:00:00-05:00,1.17751,1.17767,1.176585,1.17724,-1.0,-1.0,-1,0.0001,1.177322,1.177375,1.1776316666666669,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-26 16:00:00-05:00,1.17767,False,False,0,0,0.001132857142857126,0,0,0,0,0,0,-0.00022932370840492286,0
2025-12-28 17:15:00-05:00,1.17705,1.177375,1.176935,1.17709,-1.0,-1.0,-1,0.0001,1.177337,1.177165,1.1776133333333334,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 17:15:00-05:00,1.17767,False,True,0,0,0.0010846428571428415,0,0,0,0,0,0,-0.0001274247876916617,0
2025-12-28 18:00:00-05:00,1.17709,1.1778,1.17709,1.177235,-1.0,-1.0,-1,0.0001,1.177347,1.1771625000000001,1.17757125,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 18:00:00-05:00,1.1778,False,False,0,0,0.0010678571428571284,0,0,0,0,0,0,0.0001231775563556478,1
2025-12-28 19:00:00-05:00,1.177235,1.17841,1.17717,1.17797,-1.0,-1.0,-1,0.0001,1.1774090000000001,1.1776024999999999,1.1775554166666666,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 19:00:00-05:00,1.1778,False,False,0,0,0.0010799999999999857,0,0,0,0,0,0,0.0006241495104337579,1
2025-12-28 20:00:00-05:00,1.17797,1.17863,1.17787,1.178415,-1.0,-1.0,-1,0.0001,1.17759,1.1781925,1.177495,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 20:00:00-05:00,1.1778,False,False,1,0,0.001067499999999999,0,0,0,0,0,0,0.0003776971974359976,1
2025-12-28 21:00:00-05:00,1.178415,1.17853,1.17756,1.177585,-1.0,-1.0,-1,0.0001,1.177659,1.178,1.17742875,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 21:00:00-05:00,1.17853,False,False,0,0,0.0010675000000000148,0,0,0,0,0,0,-0.0007045840698954779,0
2025-12-28 22:00:00-05:00,1.177585,1.1776,1.177125,1.177355,-1.0,-1.0,-1,0.0001,1.177712,1.17747,1.1773983333333333,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 22:00:00-05:00,1.17853,False,False,0,0,0.0009925000000000153,0,0,0,0,0,0,-0.00019533406433406758,0
2025-12-28 23:00:00-05:00,1.177355,1.177355,1.176395,1.176435,-1.0,-1.0,-1,0.0001,1.177552,1.176895,1.1773912500000001,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-28 23:00:00-05:00,1.17853,False,False,0,0,0.0009653571428571388,0,0,0,0,0,0,-0.0007817180350410942,0
2025-12-29 00:00:00-05:00,1.176435,1.176435,1.175385,1.17561,-1.0,-1.0,-1,0.0001,1.17708,1.1760225,1.1772741666666666,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-29 00:00:00-05:00,1.17853,False,False,0,1,0.000889999999999994,0,0,0,0,0,0,-0.0007015172191293567,0
2025-12-29 01:00:00-05:00,1.17561,1.176965,1.17543,1.17696,-1.0,-1.0,-1,0.0001,1.1767889999999999,1.176285,1.1772554166666667,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.176145,0.0,2025-12-29 01:00:00-05:00,1.176965,False,False,0,0,0.0008753571428571519,0,0,0,0,0,0,0.0011476811726594538,1
2025-12-29 02:00:00-05:00,1.17696,1.177925,1.17654,1.17772,-1.0,-1.0,-1,0.0001,1.176816,1.17734,1.1772604166666667,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.175385,2.0,2025-12-29 02:00:00-05:00,1.176965,False,False,0,0,0.0009103571428571591,0,0,1,0,0,0,0.0006455229809494838,1
2025-12-29 03:00:00-05:00,1.17772,1.178885,1.177115,1.17841,-1.0,-1.0,-1,0.0001,1.177027,1.1780650000000001,1.1773354166666667,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.175385,0.0,2025-12-29 03:00:00-05:00,1.176965,False,False,1,0,0.0010039285714285823,0,0,0,0,0,0,0.0005857062383870679,1
2025-12-29 04:00:00-05:00,1.17841,1.178915,1.177175,1.17763,-1.0,-1.0,-1,0.0001,1.177266,1.17802,1.1773679166666666,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.175385,0.0,2025-12-29 04:00:00-05:00,1.178915,False,False,0,0,0.0010750000000000007,0,0,0,0,0,0,-0.0006621280016441991,0
2025-12-29 05:00:00-05:00,1.17763,1.17802,1.17653,1.17658,-1.0,-1.0,-1,0.0001,1.17746,1.177105,1.1773254166666667,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.175385,0.0,2025-12-29 05:00:00-05:00,1.178915,False,False,0,0,0.0011150000000000088,0,0,0,0,0,0,-0.0008920190379138607,0
2025-12-29 06:00:00-05:00,1.17658,1.177125,1.17578,1.17659,-1.0,-1.0,-1,0.0001,1.1773859999999998,1.176585,1.1772716666666667,0,1,0,0,0,0,1.175965,0,1,1,0,0,0,1.178915,1.0,2025-12-29 06:00:00-05:00,1.178915,False,True,0,0,0.0011335714285714321,1,0,0,0,1,0,8.499173455387802e-06,1
2025-12-29 07:00:00-05:00,1.17659,1.17693,1.175555,1.176185,-1.0,-1.0,-1,0.0001,1.177079,1.1763875000000001,1.1771229166666666,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 07:00:00-05:00,1.178915,False,False,0,0,0.0012003571428571558,0,0,0,0,0,0,-0.0003442743177738772,0
2025-12-29 08:00:00-05:00,1.176185,1.177385,1.176045,1.176985,-1.0,-1.0,-1,0.0001,1.176794,1.176585,1.1770037500000001,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 08:00:00-05:00,1.177385,False,False,0,0,0.0012453571428571492,0,0,0,0,0,0,0.0006799339026253591,1
2025-12-29 09:00:00-05:00,1.176985,1.178885,1.17671,1.178305,-1.0,-1.0,-1,0.0001,1.176929,1.177645,1.17706375,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 09:00:00-05:00,1.177385,False,False,1,0,0.0013121428571428728,0,0,0,0,0,0,0.0011208811978152555,1
2025-12-29 10:00:00-05:00,1.178305,1.17864,1.176645,1.176775,-1.0,-1.0,-1,0.0001,1.176968,1.17754,1.1770154166666666,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 10:00:00-05:00,1.17864,False,False,0,0,0.0014003571428571496,0,0,0,0,0,0,-0.0012993191018983766,0
2025-12-29 11:00:00-05:00,1.176775,1.176795,1.17526,1.1756,-1.0,-1.0,-1,0.0001,1.1767699999999999,1.1761875,1.1769458333333334,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 11:00:00-05:00,1.17864,False,False,0,0,0.0014407142857142871,0,0,0,0,0,0,-0.0009989904651417833,0
2025-12-29 12:00:00-05:00,1.1756,1.175685,1.17494,1.17521,-1.0,-1.0,-1,0.0001,1.1765750000000001,1.175405,1.1769125,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 12:00:00-05:00,1.17864,False,False,0,1,0.001460000000000001,0,0,0,0,0,0,-0.0003318005313724438,0
2025-12-29 13:00:00-05:00,1.17521,1.1759,1.175065,1.17574,-1.0,-1.0,-1,0.0001,1.176326,1.175475,1.1768108333333334,0,0,0,1,0,1,1.175965,0,1,1,0,0,0,1.178915,0.0,2025-12-29 13:00:00-05:00,1.1759,False,False,0,0,0.0014510714285714346,0,0,0,0,0,0,0.00045088156615731654,1
2025-12-29 14:00:00-05:00,1.17574,1.17683,1.175695,1.17674,-1.0,-1.0,-1,0.0001,1.176013,1.17624,1.1767291666666666,0,0,1,0,0,1,1.175965,0,1,1,0,0,0,1.17494,2.0,2025-12-29 14:00:00-05:00,1.1759,False,False,0,0,0.001457142857142871,0,0,1,0,0,0,0.0008501666838671235,1
2025-12-29 15:00:00-05:00,1.17674,1.17705,1.17644,1.17705,-1.0,-1.0,-1,0.0001,1.1760680000000001,1.176895,1.1766158333333332,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 15:00:00-05:00,1.1759,False,False,0,0,0.001391071428571438,0,0,0,0,0,0,0.00026340497817772406,1
2025-12-29 16:00:00-05:00,1.17705,1.17748,1.177025,1.17728,-1.0,-1.0,-1,0.0001,1.1764040000000002,1.177165,1.1765866666666667,0,0,1,0,0,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 16:00:00-05:00,1.1759,False,False,0,0,0.0013246428571428595,0,0,0,0,0,0,0.00019538467481768418,1
2025-12-29 17:15:00-05:00,1.177,1.177285,1.17663,1.1768,-1.0,-1.0,-1,0.0001,1.1767220000000003,1.17704,1.176605,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 17:15:00-05:00,1.177285,False,False,0,0,0.001244999999999988,0,0,0,0,0,0,-0.00040780262918185725,0
2025-12-29 18:00:00-05:00,1.1768,1.177475,1.176745,1.177245,-1.0,-1.0,-1,0.0001,1.1770230000000002,1.1770225,1.1766595833333333,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 18:00:00-05:00,1.177475,False,False,0,0,0.0011728571428571502,0,0,0,0,0,0,0.00037807264117769104,1
2025-12-29 19:00:00-05:00,1.177245,1.17752,1.177175,1.177305,-1.0,-1.0,-1,0.0001,1.177136,1.177275,1.1767529166666666,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 19:00:00-05:00,1.177475,False,False,0,0,0.0010910714285714235,0,0,0,0,0,0,5.096515258783705e-05,1
2025-12-29 20:00:00-05:00,1.177305,1.17752,1.176975,1.177505,-1.0,-1.0,-1,0.0001,1.177227,1.177405,1.17679625,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 20:00:00-05:00,1.177475,False,False,0,0,0.0010339285714285567,0,0,0,0,0,0,0.00016986508506495768,1
2025-12-29 21:00:00-05:00,1.177505,1.177635,1.177165,1.17733,-1.0,-1.0,-1,0.0001,1.1772369999999999,1.1774175,1.176715,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 21:00:00-05:00,1.177475,True,False,0,0,0.0009692857142856884,0,0,0,0,0,0,-0.0001486303714037068,0
2025-12-29 22:00:00-05:00,1.17733,1.177595,1.177065,1.177245,-1.0,-1.0,-1,0.0001,1.177326,1.1772875,1.1767541666666668,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 22:00:00-05:00,1.177595,False,False,0,0,0.0009114285714285472,0,0,0,0,0,0,-7.219986624921315e-05,0
2025-12-29 23:00:00-05:00,1.177245,1.177795,1.17718,1.17771,-1.0,-1.0,-1,0.0001,1.177419,1.1774775000000002,1.17693,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-29 23:00:00-05:00,1.177795,False,False,0,0,0.0007999999999999753,0,0,0,0,0,0,0.00039491200982039214,1
2025-12-30 00:00:00-05:00,1.17771,1.177905,1.1773,1.177535,-1.0,-1.0,-1,0.0001,1.1774650000000002,1.1776225,1.17712375,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-30 00:00:00-05:00,1.177795,True,False,0,0,0.0007007142857142609,0,0,0,0,0,0,-0.00014860449789477143,0
2025-12-30 01:00:00-05:00,1.177535,1.17798,1.1774,1.17787,-1.0,-1.0,-1,0.0001,1.177538,1.1777025,1.17730125,1,0,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-30 01:00:00-05:00,1.177795,False,False,1,0,0.0006324999999999724,0,0,0,0,0,0,0.0002844521449677368,1
2025-12-30 02:00:00-05:00,1.17787,1.17788,1.176625,1.17704,-1.0,-1.0,-1,0.0001,1.1774799999999999,1.1774550000000001,1.17732625,0,1,0,0,1,0,1.175965,0,1,1,0,0,0,1.17494,0.0,2025-12-30 02:00:00-05:00,1.17788,False,False,0,0,0.0006689285714285445,0,0,0,0,0,0,-0.0007049101956072235,0
