Close,Low,Open,High,Time,returns,SMA_S,SMA_C,SMA_L,up_sma1,down_sma1,atr,volume,peak,crust,t_dir
1.40445,1.40425,1.406375,1.406375,2009-06-29 13:00:00+00:00,-0.001368767220691458,1.4032075000000002,1.4040275,1.4028925,1,0,0.002807142857142849,0,0.0,1.0,1
1.40585,1.404325,1.40445,1.40805,2009-06-29 14:00:00+00:00,0.0009968314998753947,1.403525,1.4039325,1.403203,1,0,0.0027482142857142727,0,1.0,0.0,1
1.40575,1.404725,1.40585,1.40645,2009-06-29 15:00:00+00:00,-7.113134402669807e-05,1.4039325000000002,1.4038725,1.4034425,1,0,0.0027642857142856953,0,0.0,0.0,1
1.40725,1.40495,1.40575,1.407575,2009-06-29 16:00:00+00:00,0.0010670460608215304,1.4045425,1.4039575,1.4037785000000003,1,0,0.002766071428571421,0,0.0,0.0,1
1.410125,1.40715,1.40725,1.410325,2009-06-29 17:00:00+00:00,0.002042991650382131,1.4053775000000002,1.4041487499999998,1.4040745000000001,1,0,0.0027678571428571474,0,1.0,0.0,1
1.40845,1.407425,1.410125,1.41015,2009-06-29 18:00:00+00:00,-0.0011878379576278908,1.406135,1.4042637500000001,1.4043605,1,0,0.002842857142857147,0,0.0,0.0,1
1.40805,1.407425,1.40845,1.40985,2009-06-29 19:00:00+00:00,-0.0002840001420000293,1.4067175,1.4043125,1.404535,1,0,0.002887500000000011,0,0.0,0.0,1
1.408225,1.407825,1.40805,1.40895,2009-06-29 20:00:00+00:00,0.00012428535918473926,1.407045,1.4045662499999998,1.4047265000000002,1,0,0.0027303571428571394,0,0.0,0.0,1
1.407325,1.407125,1.40795,1.408225,2009-06-29 21:15:00+00:00,-0.0006391024161622738,1.4071850000000001,1.4048174999999998,1.4048955,1,0,0.002571428571428574,0,0.0,1.0,1
1.408525,1.407125,1.407325,1.408575,2009-06-29 22:00:00+00:00,0.0008526815056935089,1.4074,1.4052212499999999,1.405091,1,0,0.002387500000000003,0,0.0,1.0,1
1.409875,1.40815,1.408525,1.411325,2009-06-29 23:00:00+00:00,0.0009584494417920197,1.4079425,1.405575,1.405297,1,0,0.002392857142857149,0,0.0,0.0,1
1.41175,1.409825,1.409875,1.41185,2009-06-30 00:00:00+00:00,0.0013299051334338952,1.4085325000000002,1.40602875,1.405561,1,0,0.002287500000000014,0,0.0,0.0,1
1.411875,1.41105,1.41175,1.41265,2009-06-30 01:00:00+00:00,8.85425889851632e-05,1.409145,1.40653875,1.4057769999999998,1,0,0.0022232142857142906,0,0.0,0.0,1
1.412425,1.410875,1.411875,1.41315,2009-06-30 02:00:00+00:00,0.00038955289951303484,1.4096625,1.4071025000000001,1.405965,1,0,0.0022339285714285673,0,1.0,0.0,1
1.410925,1.41055,1.412425,1.413,2009-06-30 03:00:00+00:00,-0.0010620032922102896,1.4097425,1.40756,1.406094,1,0,0.0022571428571428625,0,0.0,0.0,1
1.41055,1.41005,1.410925,1.41175,2009-06-30 04:00:00+00:00,-0.00026578308556446384,1.4099525,1.40804375,1.4062299999999999,1,0,0.0021125000000000093,0,0.0,1.0,1
1.41075,1.410125,1.41055,1.41185,2009-06-30 05:00:00+00:00,0.00014178866399627843,1.4102225,1.4084699999999999,1.40636,1,0,0.0021125000000000093,0,0.0,0.0,1
1.412675,1.410575,1.41075,1.415175,2009-06-30 06:00:00+00:00,0.0013645224171539017,1.4106675,1.40885625,1.4064904999999999,1,0,0.002253571428571442,0,1.0,0.0,1
1.41085,1.409625,1.412675,1.41345,2009-06-30 07:00:00+00:00,-0.0012918753428778906,1.41102,1.4091025,1.4066325,1,0,0.0023000000000000164,0,0.0,0.0,1
1.40975,1.40805,1.41085,1.41145,2009-06-30 08:00:00+00:00,-0.0007796718290391524,1.4111425,1.40927125,1.4067665,1,0,0.0023482142857143007,0,0.0,1.0,1
1.412175,1.40905,1.40975,1.41265,2009-06-30 09:00:00+00:00,0.0017201631494945246,1.4113725000000001,1.4096575000000002,1.4069275,1,0,0.0024321428571428667,0,0.0,0.0,1
1.412275,1.411525,1.412175,1.41415,2009-06-30 10:00:00+00:00,7.081275337683657e-05,1.411425,1.40997875,1.4070840000000002,1,0,0.002539285714285744,0,0.0,0.0,1
1.41385,1.411625,1.412275,1.414275,2009-06-30 11:00:00+00:00,0.0011152218937531266,1.4116225,1.4103837499999998,1.4072114999999998,1,0,0.002650000000000025,0,0.0,0.0,1
1.41005,1.41005,1.41385,1.414725,2009-06-30 12:00:00+00:00,-0.0026876967146444164,1.411385,1.41052375,1.407239,0,1,0.0028803571428571706,0,1.0,0.0,1
1.40875,1.405925,1.41005,1.41025,2009-06-30 13:00:00+00:00,-0.0009219531222297572,1.4111675,1.410455,1.4072315,0,1,0.0029625000000000267,0,0.0,0.0,1
1.40275,1.40015,1.40875,1.40875,2009-06-30 14:00:00+00:00,-0.004259094942324793,1.4103875000000001,1.41017,1.407131,0,1,0.0034321428571428836,0,0.0,1.0,0
1.40195,1.40045,1.40275,1.40315,2009-06-30 15:00:00+00:00,-0.0005703083229370298,1.4095075000000001,1.409865,1.4070310000000001,0,1,0.0035107142857143036,0,0.0,0.0,0
1.405025,1.40155,1.40195,1.405025,2009-06-30 16:00:00+00:00,0.0021933735154606726,1.4087425,1.4097050000000002,1.406997,0,1,0.0035964285714285955,0,0.0,0.0,0
1.40265,1.401975,1.405025,1.405025,2009-06-30 17:00:00+00:00,-0.0016903613814700513,1.4079225000000002,1.40947125,1.4069405000000001,0,1,0.0036392857142857338,0,1.0,0.0,0
1.40435,1.40195,1.40265,1.40445,2009-06-30 18:00:00+00:00,0.0012119915873525233,1.4073825,1.4092625,1.4068455,0,1,0.0036964285714285844,0,0.0,0.0,0
1.4029,1.402875,1.40435,1.404425,2009-06-30 19:00:00+00:00,-0.0010325061416313064,1.406455,1.40891375,1.406765,0,1,0.003683928571428582,0,0.0,0.0,0
1.4033,1.402275,1.4029,1.40345,2009-06-30 20:00:00+00:00,0.00028512367239286185,1.4055575,1.40849125,1.406676,0,1,0.003439285714285724,0,0.0,0.0,0
1.403575,1.403075,1.4036,1.403925,2009-06-30 21:15:00+00:00,0.00019596665003929203,1.40453,1.4080762500000001,1.4066085,0,1,0.003226785714285712,0,0.0,0.0,0
1.403725,1.403225,1.403575,1.40395,2009-06-30 22:00:00+00:00,0.00010686995707387403,1.4038974999999998,1.40764125,1.406572,0,1,0.0030357142857142844,0,0.0,0.0,0
1.40405,1.40345,1.403725,1.405375,2009-06-30 23:00:00+00:00,0.0002315268303978435,1.4034274999999998,1.4072974999999999,1.406527,0,1,0.0029160714285714207,0,1.0,0.0,0
1.403275,1.403075,1.40405,1.40465,2009-07-01 00:00:00+00:00,-0.0005519746447776308,1.40348,1.4069337499999999,1.4064694999999998,1,0,0.002841071428571405,0,0.0,0.0,0
1.4012,1.40015,1.403275,1.40345,2009-07-01 01:00:00+00:00,-0.0014786837932693198,1.403405,1.40645625,1.406352,0,1,0.0028874999999999795,0,0.0,1.0,0
1.40325,1.4012,1.4012,1.40365,2009-07-01 02:00:00+00:00,0.0014630316871253601,1.4032275,1.4059849999999998,1.406354,0,1,0.0027285714285714135,0,0.0,0.0,0
1.40345,1.40255,1.40325,1.404575,2009-07-01 03:00:00+00:00,0.00014252627828259534,1.4033075,1.4056149999999998,1.406377,1,0,0.0025642857142857017,0,1.0,0.0,0
1.4034,1.40295,1.40345,1.40405,2009-07-01 04:00:00+00:00,-3.562649185939737e-05,1.4032125,1.4052975,1.406436,0,1,0.0020285714285714273,0,0.0,0.0,0
1.40275,1.401825,1.4034,1.4042,2009-07-01 05:00:00+00:00,-0.0004631608949693389,1.4031974999999999,1.40482625,1.406435,0,1,0.002005357142857132,0,0.0,1.0,0
1.40635,1.40265,1.40275,1.406675,2009-07-01 06:00:00+00:00,0.0025663874532169118,1.4035024999999999,1.40453,1.4065085,1,0,0.00204464285714285,0,0.0,0.0,0
1.40805,1.405825,1.40635,1.40875,2009-07-01 07:00:00+00:00,0.0012088029295693747,1.40395,1.4042400000000002,1.406636,1,0,0.002035714285714268,0,1.0,0.0,1
1.407475,1.40615,1.40805,1.40835,2009-07-01 08:00:00+00:00,-0.00040836618017825455,1.404325,1.40411125,1.4067625000000001,1,0,0.0020142857142856985,0,0.0,0.0,1
1.406625,1.405575,1.407475,1.407575,2009-07-01 09:00:00+00:00,-0.0006039183644469537,1.4045825,1.4040050000000002,1.4068595,1,0,0.00204642857142856,0,0.0,0.0,0
1.40625,1.40615,1.406625,1.407675,2009-07-01 10:00:00+00:00,-0.00026659557451347293,1.40488,1.40418,1.4069669999999999,1,0,0.0020714285714285496,0,0.0,0.0,0
1.40695,1.40455,1.40625,1.407025,2009-07-01 11:00:00+00:00,0.0004977777777777082,1.4054550000000001,1.40443,1.4070615000000002,1,0,0.0021874999999999772,0,0.0,1.0,0
1.413525,1.40695,1.40695,1.413525,2009-07-01 12:00:00+00:00,0.004673229325846684,1.4064825,1.404855,1.407233,1,0,0.0026053571428571137,0,0.0,0.0,1
1.414625,1.412175,1.413525,1.41715,2009-07-01 13:00:00+00:00,0.0007781963530890668,1.4076,1.40545375,1.407407,1,0,0.002823214285714256,0,0.0,0.0,1
1.413025,1.412825,1.414625,1.41635,2009-07-01 14:00:00+00:00,-0.0011310417955289198,1.4085625,1.4058875,1.40754,1,0,0.002962499999999979,0,0.0,0.0,1
1.41905,1.41245,1.413025,1.41905,2009-07-01 15:00:00+00:00,0.004263901912563428,1.4101925,1.406695,1.407832,1,0,0.0031982142857142548,0,0.0,0.0,1
1.4161,1.41605,1.41905,1.42015,2009-07-01 16:00:00+00:00,-0.0020788555723899593,1.4111675,1.407335,1.408037,1,0,0.0033160714285713926,0,1.0,0.0,1
1.417175,1.416025,1.4161,1.417925,2009-07-01 17:00:00+00:00,0.000759127180284036,1.41208,1.408015,1.4082655,1,0,0.003307142857142826,0,0.0,0.0,1
1.4148,1.41455,1.417175,1.4173,2009-07-01 18:00:00+00:00,-0.0016758692469173164,1.4128124999999998,1.40856875,1.4084165,1,0,0.0034249999999999637,0,0.0,0.0,1
1.41425,1.414125,1.4148,1.41595,2009-07-01 19:00:00+00:00,-0.0003887475261521445,1.413575,1.40907875,1.408499,1,0,0.003385714285714262,0,0.0,0.0,1
