Entry Time,Exit Time,Type,Entry Price,Exit Price,PnL,Return,Duration
2023-02-10 14:00:00+00:00,2023-02-26 22:00:00+00:00,Short,1.06965,1.05447,2.0421235703288403,0.00020417220402760356,248
2023-02-26 22:00:00+00:00,2023-02-26 23:00:00+00:00,Long,1.05447,1.05526,-0.19556793175252096,-1.9548956491147076e-05,1
2023-02-26 23:00:00+00:00,2023-03-07 16:00:00+00:00,Short,1.05526,1.05721,-4.538938252462685,-0.0004537208133281855,161
2023-03-07 17:00:00+00:00,2023-03-08 20:00:00+00:00,Short,1.05665,1.05467,-1.0187472071211232,-0.00010187646616212747,27
2023-03-08 21:00:00+00:00,2023-03-08 22:00:00+00:00,Short,1.05422,1.05418,-0.043860575366124976,-4.3866271210369095e-06,1
2023-03-09 00:00:00+00:00,2023-03-09 02:00:00+00:00,Long,1.05462,1.05447,-0.054052833447713056,-5.406243557629677e-06,2
2023-03-09 03:00:00+00:00,2023-03-09 07:00:00+00:00,Short,1.05486,1.05556,-0.39767396257775545,-3.977493609801467e-05,4
2023-03-09 08:00:00+00:00,2023-03-09 09:00:00+00:00,Long,1.05567,1.05578,-0.048962640090394416,-4.897398649871785e-06,1
2023-03-09 10:00:00+00:00,2023-07-13 21:00:00+00:00,Short,1.05657,1.12234,-70.61695612630137,-0.007063677047588558,2172
